"";"system:index";"CLOUD_COVER";"CLOUD_COVER_LAND";"EARTH_SUN_DISTANCE";"ESPA_VERSION";"GEOMETRIC_RMSE_MODEL";"GEOMETRIC_RMSE_MODEL_X";"GEOMETRIC_RMSE_MODEL_Y";"IMAGE_QUALITY";"LANDSAT_ID";"LEVEL1_PRODUCTION_DATE";"PIXEL_QA_VERSION";"SATELLITE";"SENSING_TIME";"SOLAR_AZIMUTH_ANGLE";"SOLAR_ZENITH_ANGLE";"SR_APP_VERSION";"WRS_PATH";"WRS_ROW";"system:asset_size";"system:band_names";"system:bands";"system:footprint";"system:id";"system:time_start";"system:version";".geo";"IMAGE_QUALITY_OLI";"IMAGE_QUALITY_TIRS";"system:time_end"
"41";"2_LT05_226062_19981011";62;62;0,998239;"2_19_0c";4,555;3,314;3,125;9;"LT05_L1TP_226062_19981011_20161222_01_T1";1482395507000;"generate_pixel_qa_1.5.0";"LANDSAT_5";1998-10-11 13:20:52;99,243462;29,470963;"LEDAPS_3.2.0";226;62;408043654;"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]";"<Element>";"LinearRing(-51.827522140765176,-2.2434969475488247, -51.82345885028052,-2.2239900342715972, -51.823456513505676,-2.2198161014437434, -52.42811511009257,-2.1320059912713103, -53.462761970193455,-1.9812431826106578, -53.466499482782154,-1.9832608027930296, -53.47032508818666,-2.000731235184886, -53.526543914551546,-2.264475496996545, -53.59399185349332,-2.580499765257255, -53.69494587455762,-3.0532856025461483, -53.79647133374846,-3.5288769003282976, -53.807692634682255,-3.581704550331635, -53.81328869675818,-3.6082827767547054, -53.812040775712305,-3.6120833298287347, -53.58788988773963,-3.644857100488426, -53.09017323363585,-3.7173976787136427, -52.50029631745805,-3.802980950897796, -52.168152165063304,-3.8509821851155515, -52.165905868799165,-3.8407350773887114, -51.9964976145291,-3.042176154580436, -51.827522140765176,-2.2434969475488247)";"LANDSAT/LT05/C01/T1_SR/LT05_226062_19981011";908112052072;1521903456112789;"{""type"":""Polygon"",""coordinates"":[[[-51.827522140765176,-2.2434969475488247],[-51.82345885028052,-2.2239900342715972],[-51.823456513505676,-2.2198161014437434],[-52.42811511009257,-2.1320059912713103],[-53.462761970193455,-1.9812431826106578],[-53.466499482782154,-1.9832608027930296],[-53.47032508818666,-2.000731235184886],[-53.526543914551546,-2.264475496996545],[-53.59399185349332,-2.580499765257255],[-53.69494587455762,-3.0532856025461483],[-53.79647133374846,-3.5288769003282976],[-53.807692634682255,-3.581704550331635],[-53.81328869675818,-3.6082827767547054],[-53.812040775712305,-3.6120833298287347],[-53.58788988773963,-3.644857100488426],[-53.09017323363585,-3.7173976787136427],[-52.50029631745805,-3.802980950897796],[-52.168152165063304,-3.8509821851155515],[-52.165905868799165,-3.8407350773887114],[-51.9964976145291,-3.042176154580436],[-51.827522140765176,-2.2434969475488247]]]}";NA;NA;NA
"42";"2_LT05_226062_19981214";17;17;0,984323;"2_19_0c";7,708;5,464;5,437;9;"LT05_L1TP_226062_19981214_20161222_01_T1";1482367658000;"generate_pixel_qa_1.5.0";"LANDSAT_5";1998-12-14 13:20:58;126,612923;36,391495;"LEDAPS_3.2.0";226;62;367657240;"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]";"<Element>";"LinearRing(-52.18808996461317,-3.8401011656394597, -52.14283238441107,-3.8466184410941375, -52.14077723783955,-3.8372416055844925, -52.123925181999056,-3.758027318035405, -51.930738755805955,-2.8458942920261694, -51.79863744552959,-2.2204535817148683, -51.79863535126187,-2.2165489236575957, -52.40033278705453,-2.1290469946960253, -53.4457124904085,-1.9765131742329063, -53.44982352564769,-1.9784148158778647, -53.45740801766099,-2.013767316693283, -53.57318695479839,-2.5576310027688938, -53.67809527278569,-3.0490838053990585, -53.79105909318475,-3.578311538104087, -53.796005067595296,-3.602398244685872, -53.79469150416924,-3.606062567821724, -53.497339510387164,-3.6496325321613705, -52.713757231833206,-3.763875149807112, -52.18808996461317,-3.8401011656394597)";"LANDSAT/LT05/C01/T1_SR/LT05_226062_19981214";913641658084;1521903456827402;"{""type"":""Polygon"",""coordinates"":[[[-52.18808996461317,-3.8401011656394597],[-52.14283238441107,-3.8466184410941375],[-52.14077723783955,-3.8372416055844925],[-52.123925181999056,-3.758027318035405],[-51.930738755805955,-2.8458942920261694],[-51.79863744552959,-2.2204535817148683],[-51.79863535126187,-2.2165489236575957],[-52.40033278705453,-2.1290469946960253],[-53.4457124904085,-1.9765131742329063],[-53.44982352564769,-1.9784148158778647],[-53.45740801766099,-2.013767316693283],[-53.57318695479839,-2.5576310027688938],[-53.67809527278569,-3.0490838053990585],[-53.79105909318475,-3.578311538104087],[-53.796005067595296,-3.602398244685872],[-53.79469150416924,-3.606062567821724],[-53.497339510387164,-3.6496325321613705],[-52.713757231833206,-3.763875149807112],[-52.18808996461317,-3.8401011656394597]]]}";NA;NA;NA
"43";"2_LT05_227061_19980612";33;33;1,015504;"2_19_0c";4,811;3,444;3,359;9;"LT05_L1TP_227061_19980612_20161224_01_T1";1482539096000;"generate_pixel_qa_1.5.0";"LANDSAT_5";1998-06-12 13:25:40;50,20726;40,162849;"LEDAPS_3.2.0";227;61;374359048;"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]";"<Element>";"LinearRing(-53.08329006058255,-0.7713742865310309, -53.081142544369584,-0.7605133056809595, -53.08114533352396,-0.7574220335778135, -53.71039325800329,-0.665495556361784, -54.21731505557755,-0.5914023720608884, -54.717348759081275,-0.5182759210007187, -54.721658042002204,-0.5202799808979985, -54.87086937289975,-1.2180392082487206, -55.01240619593853,-1.8809553032579993, -55.05557351944556,-2.083363765545208, -55.06857934118099,-2.1446900022160356, -55.06720024148197,-2.1484903969670466, -53.426356045476034,-2.388273042921392, -53.42039715607789,-2.360687814785389, -53.37940379752571,-2.1682616679173305, -53.34770924612471,-2.0189397176734105, -53.27333122766758,-1.668031914114204, -53.15394207303433,-1.1056129329536188, -53.094537860924305,-0.8247310559074439, -53.08329006058255,-0.7713742865310309)";"LANDSAT/LT05/C01/T1_SR/LT05_227061_19980612";897657940519;1521902186193587;"{""type"":""Polygon"",""coordinates"":[[[-53.08329006058255,-0.7713742865310309],[-53.081142544369584,-0.7605133056809595],[-53.08114533352396,-0.7574220335778135],[-53.71039325800329,-0.665495556361784],[-54.21731505557755,-0.5914023720608884],[-54.717348759081275,-0.5182759210007187],[-54.721658042002204,-0.5202799808979985],[-54.87086937289975,-1.2180392082487206],[-55.01240619593853,-1.8809553032579993],[-55.05557351944556,-2.083363765545208],[-55.06857934118099,-2.1446900022160356],[-55.06720024148197,-2.1484903969670466],[-53.426356045476034,-2.388273042921392],[-53.42039715607789,-2.360687814785389],[-53.37940379752571,-2.1682616679173305],[-53.34770924612471,-2.0189397176734105],[-53.27333122766758,-1.668031914114204],[-53.15394207303433,-1.1056129329536188],[-53.094537860924305,-0.8247310559074439],[-53.08329006058255,-0.7713742865310309]]]}";NA;NA;NA
"44";"2_LT05_227061_19980730";52;52;1,015186;"2_19_0c";4,64;3,31;3,251;9;"LT05_L1TP_227061_19980730_20161223_01_T1";1482504259000;"generate_pixel_qa_1.5.0";"LANDSAT_5";1998-07-30 13:26:09;57,691437;39,04224;"LEDAPS_3.2.0";227;61;408029338;"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]";"<Element>";"LinearRing(-53.07307134018122,-0.7659395323246434, -53.07280090452586,-0.7637451892070543, -53.07280426753516,-0.7599852461815613, -53.200236254523155,-0.7413746650204871, -53.74098768337058,-0.6624081718100188, -54.23805195425536,-0.5897862137941936, -54.715642250067475,-0.5199737337332346, -54.71965845446734,-0.5221526476041076, -54.72536259315534,-0.5487247206097573, -54.895155747481716,-1.3422834803672732, -55.064675736126155,-2.135999801730041, -55.06667551306365,-2.1455435446274347, -55.065329843920026,-2.1492518136902103, -53.41787537092663,-2.3897174705153237, -53.399003611229496,-2.301580687744593, -53.365460634146395,-2.1438499413584116, -53.33003376866613,-1.9771877343012374, -53.268450718571025,-1.6869813059981473, -53.15015025296486,-1.1296646236265904, -53.076823091912516,-0.783825798204629, -53.07307134018122,-0.7659395323246434)";"LANDSAT/LT05/C01/T1_SR/LT05_227061_19980730";901805169727;1521902186914042;"{""type"":""Polygon"",""coordinates"":[[[-53.07307134018122,-0.7659395323246434],[-53.07280090452586,-0.7637451892070543],[-53.07280426753516,-0.7599852461815613],[-53.200236254523155,-0.7413746650204871],[-53.74098768337058,-0.6624081718100188],[-54.23805195425536,-0.5897862137941936],[-54.715642250067475,-0.5199737337332346],[-54.71965845446734,-0.5221526476041076],[-54.72536259315534,-0.5487247206097573],[-54.895155747481716,-1.3422834803672732],[-55.064675736126155,-2.135999801730041],[-55.06667551306365,-2.1455435446274347],[-55.065329843920026,-2.1492518136902103],[-53.41787537092663,-2.3897174705153237],[-53.399003611229496,-2.301580687744593],[-53.365460634146395,-2.1438499413584116],[-53.33003376866613,-1.9771877343012374],[-53.268450718571025,-1.6869813059981473],[-53.15015025296486,-1.1296646236265904],[-53.076823091912516,-0.783825798204629],[-53.07307134018122,-0.7659395323246434]]]}";NA;NA;NA
"45";"2_LT05_227061_19980815";41;41;1,012762;"2_19_0c";4,96;3,436;3,577;9;"LT05_L1TP_227061_19980815_20161223_01_T1";1482455333000;"generate_pixel_qa_1.5.0";"LANDSAT_5";1998-08-15 13:26:16;63,969105;36,718147;"LEDAPS_3.2.0";227;61;393338744;"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]";"<Element>";"LinearRing(-53.06139266106127,-0.7513799411397742, -53.13950877724166,-0.7399836390110087, -53.67800629754233,-0.6614696771909165, -54.7059726432405,-0.5114750322850404, -54.710259969738026,-0.5133266541926387, -54.71781952351025,-0.5484505654968146, -54.86318121839505,-1.2283397594164245, -55.00833115072988,-1.9083470757026955, -55.038359638585135,-2.049163881530367, -55.0570175400857,-2.1367463978254944, -55.055675725619366,-2.1404439766416266, -53.40660002864659,-2.380809731545633, -53.37281102354217,-2.222419815757062, -53.3392598661158,-2.064696052271269, -53.311286119952136,-1.9329970165919284, -53.273966348246496,-1.75713966792779, -53.14554002792056,-1.1524505454958465, -53.08240349907002,-0.854234077262946, -53.062303572241596,-0.7587704047090692, -53.06139266106127,-0.7513799411397742)";"LANDSAT/LT05/C01/T1_SR/LT05_227061_19980815";903187576903;1521902191516948;"{""type"":""Polygon"",""coordinates"":[[[-53.06139266106127,-0.7513799411397742],[-53.13950877724166,-0.7399836390110087],[-53.67800629754233,-0.6614696771909165],[-54.7059726432405,-0.5114750322850404],[-54.710259969738026,-0.5133266541926387],[-54.71781952351025,-0.5484505654968146],[-54.86318121839505,-1.2283397594164245],[-55.00833115072988,-1.9083470757026955],[-55.038359638585135,-2.049163881530367],[-55.0570175400857,-2.1367463978254944],[-55.055675725619366,-2.1404439766416266],[-53.40660002864659,-2.380809731545633],[-53.37281102354217,-2.222419815757062],[-53.3392598661158,-2.064696052271269],[-53.311286119952136,-1.9329970165919284],[-53.273966348246496,-1.75713966792779],[-53.14554002792056,-1.1524505454958465],[-53.08240349907002,-0.854234077262946],[-53.062303572241596,-0.7587704047090692],[-53.06139266106127,-0.7513799411397742]]]}";NA;NA;NA
"46";"2_LT05_227061_19980831";48;48;1,009392;"2_19_0c";4,119;3,178;2,621;9;"LT05_L1TP_227061_19980831_20161222_01_T1";1482435004000;"generate_pixel_qa_1.5.0";"LANDSAT_5";1998-08-31 13:26:28;72,247475;33,960262;"LEDAPS_3.2.0";227;61;417502072;"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]";"<Element>";"LinearRing(-54.72668939812441,-0.5165898617140983, -54.72887266083393,-0.525670433830158, -54.891966920503954,-1.2885766035471728, -55.05480331787569,-2.0516254970956194, -55.07362075058338,-2.1403258887516383, -55.07234413170839,-2.1438439638516655, -53.42495192850029,-2.384189358491995, -53.42263898798275,-2.374440202843352, -53.38339020083596,-2.1902120597393164, -53.32185304612545,-1.9010593280040988, -53.19322907628875,-1.2955060966166385, -53.15607471884208,-1.1207808592854278, -53.092657979846344,-0.8214795325899648, -53.07953034886135,-0.7585323765692129, -53.079533958275896,-0.7545662434538254, -53.70904649549124,-0.6626978299883897, -54.22701200465179,-0.5870696805332073, -54.72114678778521,-0.514880610915067, -54.72301553701762,-0.5148812753961691, -54.72668939812441,-0.5165898617140983)";"LANDSAT/LT05/C01/T1_SR/LT05_227061_19980831";904569988616;1521902192296253;"{""type"":""Polygon"",""coordinates"":[[[-54.72668939812441,-0.5165898617140983],[-54.72887266083393,-0.525670433830158],[-54.891966920503954,-1.2885766035471728],[-55.05480331787569,-2.0516254970956194],[-55.07362075058338,-2.1403258887516383],[-55.07234413170839,-2.1438439638516655],[-53.42495192850029,-2.384189358491995],[-53.42263898798275,-2.374440202843352],[-53.38339020083596,-2.1902120597393164],[-53.32185304612545,-1.9010593280040988],[-53.19322907628875,-1.2955060966166385],[-53.15607471884208,-1.1207808592854278],[-53.092657979846344,-0.8214795325899648],[-53.07953034886135,-0.7585323765692129],[-53.079533958275896,-0.7545662434538254],[-53.70904649549124,-0.6626978299883897],[-54.22701200465179,-0.5870696805332073],[-54.72114678778521,-0.514880610915067],[-54.72301553701762,-0.5148812753961691],[-54.72668939812441,-0.5165898617140983]]]}";NA;NA;NA
"47";"2_LT05_227061_19980916";65;65;1,005314;"2_19_0c";8,671;5,4;6,784;9;"LT05_L1TP_227061_19980916_20161222_01_T1";1482371319000;"generate_pixel_qa_1.5.0";"LANDSAT_5";1998-09-16 13:26:35;82,643677;31,407417;"LEDAPS_3.2.0";227;61;417192850;"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]";"<Element>";"LinearRing(-53.42413042057031,-2.3753281253113747, -53.41854114166454,-2.349305928369168, -53.41082288195103,-2.31325855032897, -53.347448507443694,-2.0151471245526418, -53.14833012056191,-1.075817342576347, -53.11863384254041,-0.9352381253111165, -53.08114500538815,-0.7577079397791016, -53.08114845081428,-0.7538994721953289, -53.16577895019386,-0.7415696872842498, -53.70788720672066,-0.6626170104644857, -54.2690264132128,-0.5808550116899924, -54.72058157990927,-0.515022107971142, -54.72457758041189,-0.5168805365313729, -54.75118813243563,-0.6406742462613009, -54.87974352478065,-1.2415076994516525, -55.00813610099296,-1.8424325955409833, -55.071810957814876,-2.140794577815471, -55.07076935587226,-2.1446176970205912, -53.4263565399751,-2.3847114873953683, -53.42413042057031,-2.3753281253113747)";"LANDSAT/LT05/C01/T1_SR/LT05_227061_19980916";905952395671;1521902192923004;"{""type"":""Polygon"",""coordinates"":[[[-53.42413042057031,-2.3753281253113747],[-53.41854114166454,-2.349305928369168],[-53.41082288195103,-2.31325855032897],[-53.347448507443694,-2.0151471245526418],[-53.14833012056191,-1.075817342576347],[-53.11863384254041,-0.9352381253111165],[-53.08114500538815,-0.7577079397791016],[-53.08114845081428,-0.7538994721953289],[-53.16577895019386,-0.7415696872842498],[-53.70788720672066,-0.6626170104644857],[-54.2690264132128,-0.5808550116899924],[-54.72058157990927,-0.515022107971142],[-54.72457758041189,-0.5168805365313729],[-54.75118813243563,-0.6406742462613009],[-54.87974352478065,-1.2415076994516525],[-55.00813610099296,-1.8424325955409833],[-55.071810957814876,-2.140794577815471],[-55.07076935587226,-2.1446176970205912],[-53.4263565399751,-2.3847114873953683],[-53.42413042057031,-2.3753281253113747]]]}";NA;NA;NA
"48";"2_LT05_227061_19981002";16;16;1,000823;"2_19_0c";4,558;3,322;3,121;9;"LT05_L1TP_227061_19981002_20161222_01_T1";1482409329000;"generate_pixel_qa_1.5.0";"LANDSAT_5";1998-10-02 13:26:38;94,771721;29,801167;"LEDAPS_3.2.0";227;61;356005145;"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]";"<Element>";"LinearRing(-53.08191276517909,-0.8063055939915933, -53.068789354467576,-0.7442847976579998, -53.06316249797198,-0.717465764758467, -53.06128563568745,-0.7053055884376875, -53.06128735793361,-0.703339722055547, -53.25684384521393,-0.6747926717822296, -53.68792825392675,-0.6118455305361964, -54.69772440358574,-0.46431091992276247, -54.70169617778616,-0.4661578769589786, -54.71513287624034,-0.5286518315957239, -54.881173785145535,-1.3051126629001868, -55.04897159845512,-2.0912031646235034, -55.04759929459668,-2.094985209283499, -53.40653625508449,-2.334428848603051, -53.40433099207915,-2.3248921157026237, -53.39128843304719,-2.263909368663641, -53.316446199261975,-1.9118818052910151, -53.28845551325115,-1.7799196357181162, -53.156294876505775,-1.1576104586255997, -53.08191276517909,-0.8063055939915933)";"LANDSAT/LT05/C01/T1_SR/LT05_227061_19981002";907334798179;1521902193386004;"{""type"":""Polygon"",""coordinates"":[[[-53.08191276517909,-0.8063055939915933],[-53.068789354467576,-0.7442847976579998],[-53.06316249797198,-0.717465764758467],[-53.06128563568745,-0.7053055884376875],[-53.06128735793361,-0.703339722055547],[-53.25684384521393,-0.6747926717822296],[-53.68792825392675,-0.6118455305361964],[-54.69772440358574,-0.46431091992276247],[-54.70169617778616,-0.4661578769589786],[-54.71513287624034,-0.5286518315957239],[-54.881173785145535,-1.3051126629001868],[-55.04897159845512,-2.0912031646235034],[-55.04759929459668,-2.094985209283499],[-53.40653625508449,-2.334428848603051],[-53.40433099207915,-2.3248921157026237],[-53.39128843304719,-2.263909368663641],[-53.316446199261975,-1.9118818052910151],[-53.28845551325115,-1.7799196357181162],[-53.156294876505775,-1.1576104586255997],[-53.08191276517909,-0.8063055939915933]]]}";NA;NA;NA
"49";"2_LT05_227061_19981103";48;48;0,991942;"2_19_0c";8,288;6,366;5,307;9;"LT05_L1TP_227061_19981103_20161222_01_T1";1482386282000;"generate_pixel_qa_1.5.0";"LANDSAT_5";1998-11-03 13:26:42;117,588631;31,058285;"LEDAPS_3.2.0";227;61;407209848;"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]";"<Element>";"LinearRing(-53.116851751078705,-1.077131150465252, -53.053426464326144,-0.7778451401869296, -53.05127908548436,-0.7669843719686236, -53.0512824475053,-0.7632725096494386, -53.229082494987566,-0.7373322117961818, -53.64752944399613,-0.6762838155270033, -54.19388395342752,-0.5965412639212803, -54.68946819553995,-0.5241712981731966, -54.69363397028767,-0.526108756477201, -54.69583570645757,-0.5353063547384397, -54.837605495763384,-1.1978062931001783, -54.969885314624804,-1.8168921145661916, -55.04107697088134,-2.1506007585831175, -55.03968688079647,-2.1544310565168363, -53.39642322901148,-2.3945937411170357, -53.32418995111365,-2.054848650658729, -53.276776752054175,-1.8313557432924643, -53.2490465877186,-1.7004852967061643, -53.14839728574394,-1.226112483784132, -53.116851751078705,-1.077131150465252)";"LANDSAT/LT05/C01/T1_SR/LT05_227061_19981103";910099602729;1521902194172759;"{""type"":""Polygon"",""coordinates"":[[[-53.116851751078705,-1.077131150465252],[-53.053426464326144,-0.7778451401869296],[-53.05127908548436,-0.7669843719686236],[-53.0512824475053,-0.7632725096494386],[-53.229082494987566,-0.7373322117961818],[-53.64752944399613,-0.6762838155270033],[-54.19388395342752,-0.5965412639212803],[-54.68946819553995,-0.5241712981731966],[-54.69363397028767,-0.526108756477201],[-54.69583570645757,-0.5353063547384397],[-54.837605495763384,-1.1978062931001783],[-54.969885314624804,-1.8168921145661916],[-55.04107697088134,-2.1506007585831175],[-55.03968688079647,-2.1544310565168363],[-53.39642322901148,-2.3945937411170357],[-53.32418995111365,-2.054848650658729],[-53.276776752054175,-1.8313557432924643],[-53.2490465877186,-1.7004852967061643],[-53.14839728574394,-1.226112483784132],[-53.116851751078705,-1.077131150465252]]]}";NA;NA;NA
"50";"2_LT05_227061_19981119";34;34;0,988234;"2_19_0c";4,758;3,405;3,324;9;"LT05_L1TP_227061_19981119_20161220_01_T1";1482247387000;"generate_pixel_qa_1.5.0";"LANDSAT_5";1998-11-19 13:26:51;124,624855;33,382347;"LEDAPS_3.2.0";227;61;353198339;"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]";"<Element>";"LinearRing(-53.071998051990754,-0.7591597885170196, -53.17038239226986,-0.7447677502898961, -53.693070470681405,-0.6683373704740703, -54.15806667471884,-0.6003178677522931, -54.71430188315635,-0.5189084046983381, -54.718365358916245,-0.5206632851420611, -54.889111763737844,-1.3192234671719076, -55.05394572399858,-2.091499411829673, -55.06532925501041,-2.1449960227990146, -55.06404804977961,-2.1485266117517727, -53.4170930010285,-2.3893626598921847, -53.39773355216349,-2.298828154464545, -53.348429554840386,-2.0670365065331295, -53.29784882928916,-1.8289252573520967, -53.27884631487182,-1.7392738497159228, -53.15227917603464,-1.1427107336233544, -53.08351574293827,-0.8176797399871837, -53.07430188833203,-0.7738271547738585, -53.071995755326725,-0.7616952372488882, -53.071998051990754,-0.7591597885170196)";"LANDSAT/LT05/C01/T1_SR/LT05_227061_19981119";911482011195;1521902194958318;"{""type"":""Polygon"",""coordinates"":[[[-53.071998051990754,-0.7591597885170196],[-53.17038239226986,-0.7447677502898961],[-53.693070470681405,-0.6683373704740703],[-54.15806667471884,-0.6003178677522931],[-54.71430188315635,-0.5189084046983381],[-54.718365358916245,-0.5206632851420611],[-54.889111763737844,-1.3192234671719076],[-55.05394572399858,-2.091499411829673],[-55.06532925501041,-2.1449960227990146],[-55.06404804977961,-2.1485266117517727],[-53.4170930010285,-2.3893626598921847],[-53.39773355216349,-2.298828154464545],[-53.348429554840386,-2.0670365065331295],[-53.29784882928916,-1.8289252573520967],[-53.27884631487182,-1.7392738497159228],[-53.15227917603464,-1.1427107336233544],[-53.08351574293827,-0.8176797399871837],[-53.07430188833203,-0.7738271547738585],[-53.071995755326725,-0.7616952372488882],[-53.071998051990754,-0.7591597885170196]]]}";NA;NA;NA
"51";"2_LT05_227062_19980612";26;26;1,015504;"2_19_0c";4,52;3,431;2,943;9;"LT05_L1TP_227062_19980612_20161224_01_T1";1482539160000;"generate_pixel_qa_1.5.0";"LANDSAT_5";1998-06-12 13:26:04;49,088444;41,259468;"LEDAPS_3.2.0";227;62;343124901;"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]";"<Element>";"LinearRing(-53.38846201521112,-2.20603333511296, -53.493848269338166,-2.1906680074117353, -54.00972271058265,-2.115386049523372, -54.43477159638233,-2.0532470062956123, -55.02716717537796,-1.9664526201403942, -55.03087840568775,-1.968468922628056, -55.033232529623625,-1.9785891744841593, -55.18903326036962,-2.706243503302102, -55.33179955183114,-3.3734319419276213, -55.36366943286291,-3.5224295013244427, -55.37876797232485,-3.5931042969716853, -55.3774569156874,-3.596706699027879, -53.73376583698098,-3.8368189439206724, -53.701891348089184,-3.6872041348062434, -53.6013622429047,-3.213234016094778, -53.5025669397707,-2.747753171460618, -53.39804159058929,-2.2552578472880542, -53.38845262447538,-2.2098899495062616, -53.38846201521112,-2.20603333511296)";"LANDSAT/LT05/C01/T1_SR/LT05_227062_19980612";897657964466;1521902355671213;"{""type"":""Polygon"",""coordinates"":[[[-53.38846201521112,-2.20603333511296],[-53.493848269338166,-2.1906680074117353],[-54.00972271058265,-2.115386049523372],[-54.43477159638233,-2.0532470062956123],[-55.02716717537796,-1.9664526201403942],[-55.03087840568775,-1.968468922628056],[-55.033232529623625,-1.9785891744841593],[-55.18903326036962,-2.706243503302102],[-55.33179955183114,-3.3734319419276213],[-55.36366943286291,-3.5224295013244427],[-55.37876797232485,-3.5931042969716853],[-55.3774569156874,-3.596706699027879],[-53.73376583698098,-3.8368189439206724],[-53.701891348089184,-3.6872041348062434],[-53.6013622429047,-3.213234016094778],[-53.5025669397707,-2.747753171460618],[-53.39804159058929,-2.2552578472880542],[-53.38845262447538,-2.2098899495062616],[-53.38846201521112,-2.20603333511296]]]}";NA;NA;NA
"52";"2_LT05_227062_19980628";35;35;1,016606;"2_19_0c";7,342;5,347;5,031;9;"LT05_L1TP_227062_19980628_20161223_01_T1";1482517003000;"generate_pixel_qa_1.5.0";"LANDSAT_5";1998-06-28 13:26:15;49,584869;41,93655;"LEDAPS_3.2.0";227;62;406445220;"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]";"<Element>";"LinearRing(-53.38845649609435,-2.209988817768123, -53.38792246168985,-2.206439190517858, -53.38792806314155,-2.2041072418741487, -53.433364001093956,-2.197483883623666, -54.03344192132654,-2.110010882637717, -54.52130726847814,-2.0387417269624155, -55.02690960192731,-1.9647229215967241, -55.031149698877435,-1.9665572338422885, -55.19653751467147,-2.739350740127071, -55.3648186930622,-3.5262331560984097, -55.3787072615303,-3.591381093552358, -55.37744146379504,-3.5948593820205255, -55.32225954821126,-3.6029819787844932, -53.73308513098693,-3.83504826768215, -53.729189434173776,-3.8168274146541044, -53.623120068572234,-3.316534405684523, -53.5912740448007,-3.166329166227148, -53.5141255745209,-2.802510960849427, -53.43689150997699,-2.4387457320522112, -53.39053154791374,-2.2202542105425898, -53.38845649609435,-2.209988817768123)";"LANDSAT/LT05/C01/T1_SR/LT05_227062_19980628";899040375192;1521902356463442;"{""type"":""Polygon"",""coordinates"":[[[-53.38845649609435,-2.209988817768123],[-53.38792246168985,-2.206439190517858],[-53.38792806314155,-2.2041072418741487],[-53.433364001093956,-2.197483883623666],[-54.03344192132654,-2.110010882637717],[-54.52130726847814,-2.0387417269624155],[-55.02690960192731,-1.9647229215967241],[-55.031149698877435,-1.9665572338422885],[-55.19653751467147,-2.739350740127071],[-55.3648186930622,-3.5262331560984097],[-55.3787072615303,-3.591381093552358],[-55.37744146379504,-3.5948593820205255],[-55.32225954821126,-3.6029819787844932],[-53.73308513098693,-3.83504826768215],[-53.729189434173776,-3.8168274146541044],[-53.623120068572234,-3.316534405684523],[-53.5912740448007,-3.166329166227148],[-53.5141255745209,-2.802510960849427],[-53.43689150997699,-2.4387457320522112],[-53.39053154791374,-2.2202542105425898],[-53.38845649609435,-2.209988817768123]]]}";NA;NA;NA
