system:index,CLOUD_COVER,CLOUD_COVER_LAND,EARTH_SUN_DISTANCE,ESPA_VERSION,GEOMETRIC_RMSE_MODEL,GEOMETRIC_RMSE_MODEL_X,GEOMETRIC_RMSE_MODEL_Y,IMAGE_QUALITY,LANDSAT_ID,LEVEL1_PRODUCTION_DATE,PIXEL_QA_VERSION,SATELLITE,SENSING_TIME,SOLAR_AZIMUTH_ANGLE,SOLAR_ZENITH_ANGLE,SR_APP_VERSION,WRS_PATH,WRS_ROW,system:asset_size,system:band_names,system:bands,system:footprint,system:id,system:time_start,system:version,.geo
1_2_LE07_226061_20050718,11.0,11.0,1.016266,2_19_0c,4.945,3.661,3.324,9.0,LE07_L1TP_226061_20050718_20170113_01_T1,1.484342241E12,generate_pixel_qa_1.5.0,LANDSAT_7,2005-07-18T13:31:03.6468114Z,52.202881,38.024639,LEDAPS_3.2.0,226.0,61.0,297452090,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-53.190806494308376,-0.5027068283107405, -53.19359829964531,-0.5027058801645226, -53.1973861087202,-0.5202759674004622, -53.33529976965266,-1.1652564373755898, -53.47355678432477,-1.8100996254185628, -53.5151474998825,-2.0047400662751236, -53.54279415015637,-2.134690458055849, -53.54250788855363,-2.145067792923594, -53.33487230220688,-2.1747937299565394, -51.89670101190643,-2.3797120442237913, -51.89426260864299,-2.3780791903441916, -51.891538354016845,-2.367489144284233, -51.88747895496841,-2.3498465021076296, -51.84446489242661,-2.148231602089961, -51.8295907458057,-2.0782217263572322, -51.54736858667253,-0.7448735898208396, -51.54906846386287,-0.7374543925814877, -53.190806494308376,-0.5027068283107405)",LANDSAT/LE07/C01/T1_SR/LE07_226061_20050718,1.12169346365E12,1523005511637527,"{""type"":""Polygon"",""coordinates"":[[[-53.190806494308376,-0.5027068283107405],[-53.19359829964531,-0.5027058801645226],[-53.1973861087202,-0.5202759674004622],[-53.33529976965266,-1.1652564373755898],[-53.47355678432477,-1.8100996254185628],[-53.5151474998825,-2.0047400662751236],[-53.54279415015637,-2.134690458055849],[-53.54250788855363,-2.145067792923594],[-53.33487230220688,-2.1747937299565394],[-51.89670101190643,-2.3797120442237913],[-51.89426260864299,-2.3780791903441916],[-51.891538354016845,-2.367489144284233],[-51.88747895496841,-2.3498465021076296],[-51.84446489242661,-2.148231602089961],[-51.8295907458057,-2.0782217263572322],[-51.54736858667253,-0.7448735898208396],[-51.54906846386287,-0.7374543925814877],[-53.190806494308376,-0.5027068283107405]]]}"
1_2_LE07_226062_20050718,5.0,5.0,1.016266,2_19_0c,4.156,2.404,3.39,9.0,LE07_L1TP_226062_20050718_20170113_01_T1,1.484342224E12,generate_pixel_qa_1.5.0,LANDSAT_7,2005-07-18T13:31:27.5666370Z,50.948956,39.086109,LEDAPS_3.2.0,226.0,62.0,278173305,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-53.673924959004125,-3.6174171080540636, -53.560176746971365,-3.633729215690845, -53.31492975523415,-3.6688347262066183, -52.20268356375042,-3.8271930940028187, -52.20078714358059,-3.8256102356964408, -52.199659282393576,-3.8236340767743955, -52.19114420066008,-3.784388929588629, -52.16213963796241,-3.6480794877091505, -52.01314558789926,-2.9462313630568047, -51.88747839038454,-2.3498435992503315, -51.857985957854204,-2.2095492130800043, -51.855282995452825,-2.192091659082994, -51.85498697249725,-2.1847524819003956, -53.50047650206307,-1.9500367394935563, -53.50336744118795,-1.9500323996584594, -53.515354527059024,-2.0051950977531834, -53.54466676356389,-2.1429701279801483, -53.69433416114737,-2.8490983864677415, -53.84457299761615,-3.5550254276126316, -53.8500545445285,-3.58159275564735, -53.8507355384875,-3.592018678807702, -53.673924959004125,-3.6174171080540636)",LANDSAT/LE07/C01/T1_SR/LE07_226062_20050718,1.12169348757E12,1523005483050069,"{""type"":""Polygon"",""coordinates"":[[[-53.673924959004125,-3.6174171080540636],[-53.560176746971365,-3.633729215690845],[-53.31492975523415,-3.6688347262066183],[-52.20268356375042,-3.8271930940028187],[-52.20078714358059,-3.8256102356964408],[-52.199659282393576,-3.8236340767743955],[-52.19114420066008,-3.784388929588629],[-52.16213963796241,-3.6480794877091505],[-52.01314558789926,-2.9462313630568047],[-51.88747839038454,-2.3498435992503315],[-51.857985957854204,-2.2095492130800043],[-51.855282995452825,-2.192091659082994],[-51.85498697249725,-2.1847524819003956],[-53.50047650206307,-1.9500367394935563],[-53.50336744118795,-1.9500323996584594],[-53.515354527059024,-2.0051950977531834],[-53.54466676356389,-2.1429701279801483],[-53.69433416114737,-2.8490983864677415],[-53.84457299761615,-3.5550254276126316],[-53.8500545445285,-3.58159275564735],[-53.8507355384875,-3.592018678807702],[-53.673924959004125,-3.6174171080540636]]]}"
1_2_LE07_226062_20050803,17.0,17.0,1.014652,2_19_0c,5.977,3.109,5.105,9.0,LE07_L1TP_226062_20050803_20170113_01_T1,1.484326041E12,generate_pixel_qa_1.5.0,LANDSAT_7,2005-08-03T13:31:25.4494510Z,55.841934,37.194439,LEDAPS_3.2.0,226.0,62.0,318914468,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-53.50772864407966,-1.951923983191157, -53.510728112417596,-1.9519194439523688, -53.520176795190764,-1.9957746042642959, -53.54902011244489,-2.1308828795521912, -53.70393339794378,-2.8607334650837064, -53.858157410174066,-3.5842813408279075, -53.85849624290297,-3.5941836802613856, -53.65541217248025,-3.623335806907291, -52.21009885950141,-3.8292423233985926, -52.208600113293265,-3.8277411355350646, -52.20477710027757,-3.816818404600011, -52.06111099764285,-3.141298166924927, -51.93672250541345,-2.5536162238726887, -51.87420051917295,-2.2554091817456343, -51.86364642168466,-2.2024863437734026, -51.86255990867535,-2.1945957041767175, -51.86224926075626,-2.186589686042048, -51.87654352628506,-2.1845269158557006, -53.50772864407966,-1.951923983191157)",LANDSAT/LE07/C01/T1_SR/LE07_226062_20050803,1.12307588545E12,1523005483565367,"{""type"":""Polygon"",""coordinates"":[[[-53.50772864407966,-1.951923983191157],[-53.510728112417596,-1.9519194439523688],[-53.520176795190764,-1.9957746042642959],[-53.54902011244489,-2.1308828795521912],[-53.70393339794378,-2.8607334650837064],[-53.858157410174066,-3.5842813408279075],[-53.85849624290297,-3.5941836802613856],[-53.65541217248025,-3.623335806907291],[-52.21009885950141,-3.8292423233985926],[-52.208600113293265,-3.8277411355350646],[-52.20477710027757,-3.816818404600011],[-52.06111099764285,-3.141298166924927],[-51.93672250541345,-2.5536162238726887],[-51.87420051917295,-2.2554091817456343],[-51.86364642168466,-2.2024863437734026],[-51.86255990867535,-2.1945957041767175],[-51.86224926075626,-2.186589686042048],[-51.87654352628506,-2.1845269158557006],[-53.50772864407966,-1.951923983191157]]]}"
1_2_LE07_227061_20050725,8.0,8.0,1.015701,2_19_0c,5.499,2.85,4.703,9.0,LE07_L1TP_227061_20050725_20170114_01_T1,1.484436021E12,generate_pixel_qa_1.5.0,LANDSAT_7,2005-07-25T13:37:13.8666145Z,54.203487,37.358902,LEDAPS_3.2.0,227.0,61.0,289534607,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-55.09247316083113,-2.1416246122848657, -55.09085946830139,-2.142920001397837, -53.44547572958604,-2.385474778810393, -53.44217937422672,-2.373755460435497, -53.41741842438246,-2.259912108166184, -53.39105513894741,-2.13713929653187, -53.30336754502748,-1.7249673029148647, -53.22462548123067,-1.3520203076384127, -53.1457557203742,-0.9791378497846192, -53.10533383295439,-0.786286885386216, -53.098639437605954,-0.7510710354445614, -53.09741873756111,-0.7430361266267947, -54.7409132314941,-0.5006768378221107, -54.74368569804571,-0.5103031810353835, -54.861016996364405,-1.057599803959821, -54.97282810041672,-1.5798260817311884, -55.0739446831642,-2.05300514557676, -55.09039897194198,-2.130821588430024, -55.09247316083113,-2.1416246122848657)",LANDSAT/LE07/C01/T1_SR/LE07_227061_20050725,1.12229863387E12,1522995841263460,"{""type"":""Polygon"",""coordinates"":[[[-55.09247316083113,-2.1416246122848657],[-55.09085946830139,-2.142920001397837],[-53.44547572958604,-2.385474778810393],[-53.44217937422672,-2.373755460435497],[-53.41741842438246,-2.259912108166184],[-53.39105513894741,-2.13713929653187],[-53.30336754502748,-1.7249673029148647],[-53.22462548123067,-1.3520203076384127],[-53.1457557203742,-0.9791378497846192],[-53.10533383295439,-0.786286885386216],[-53.098639437605954,-0.7510710354445614],[-53.09741873756111,-0.7430361266267947],[-54.7409132314941,-0.5006768378221107],[-54.74368569804571,-0.5103031810353835],[-54.861016996364405,-1.057599803959821],[-54.97282810041672,-1.5798260817311884],[-55.0739446831642,-2.05300514557676],[-55.09039897194198,-2.130821588430024],[-55.09247316083113,-2.1416246122848657]]]}"
1_2_LE07_227061_20050810,9.0,9.0,1.013598,2_19_0c,5.211,2.876,4.346,9.0,LE07_L1TP_227061_20050810_20170113_01_T1,1.484316785E12,generate_pixel_qa_1.5.0,LANDSAT_7,2005-08-10T13:37:10.3842737Z,60.14407,35.161068,LEDAPS_3.2.0,227.0,61.0,303893296,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-55.09350821240363,-2.145746314537887, -55.00483301898709,-2.1584887200576013, -53.44799794665806,-2.3810499231689337, -53.44577514311857,-2.3788026182089927, -53.44113651058856,-2.359933109291925, -53.43155159720865,-2.316020445549213, -53.32939586490994,-1.8336318972747168, -53.227048349154366,-1.3513472230443375, -53.10614615928818,-0.7808731666201664, -53.09917418233389,-0.745615348222664, -53.10032065139861,-0.7384427246925571, -53.71121547311745,-0.6511687832869036, -54.74515979775177,-0.5032605469254104, -54.88801759826687,-1.1703157387038379, -55.030517383583856,-1.8367612764331123, -55.05679882397115,-1.95994229483768, -55.08564023504305,-2.0957715352342525, -55.09382481497277,-2.1353552297392997, -55.09350821240363,-2.145746314537887)",LANDSAT/LE07/C01/T1_SR/LE07_227061_20050810,1.12368103038E12,1522995841897665,"{""type"":""Polygon"",""coordinates"":[[[-55.09350821240363,-2.145746314537887],[-55.00483301898709,-2.1584887200576013],[-53.44799794665806,-2.3810499231689337],[-53.44577514311857,-2.3788026182089927],[-53.44113651058856,-2.359933109291925],[-53.43155159720865,-2.316020445549213],[-53.32939586490994,-1.8336318972747168],[-53.227048349154366,-1.3513472230443375],[-53.10614615928818,-0.7808731666201664],[-53.09917418233389,-0.745615348222664],[-53.10032065139861,-0.7384427246925571],[-53.71121547311745,-0.6511687832869036],[-54.74515979775177,-0.5032605469254104],[-54.88801759826687,-1.1703157387038379],[-55.030517383583856,-1.8367612764331123],[-55.05679882397115,-1.95994229483768],[-55.08564023504305,-2.0957715352342525],[-55.09382481497277,-2.1353552297392997],[-55.09350821240363,-2.145746314537887]]]}"
1_2_LE07_227061_20050826,12.0,12.0,1.010491,2_19_0c,5.593,3.077,4.671,9.0,LE07_L1TP_227061_20050826_20170114_01_T1,1.48437178E12,generate_pixel_qa_1.5.0,LANDSAT_7,2005-08-26T13:37:04.0249980Z,68.152481,32.369358,LEDAPS_3.2.0,227.0,61.0,311738585,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-54.6878965995746,-0.5137864548050287, -54.74064120257435,-0.5062617637563172, -54.75579447614282,-0.5769420901211726, -54.88249418281936,-1.1692266905126538, -55.00903266092432,-1.7616005544218871, -55.06695785811001,-2.0334659730098705, -55.08109751391066,-2.1002464436970283, -55.08896044183418,-2.138571609362035, -55.08865126286929,-2.1487140424860636, -53.44365520226017,-2.383922843228857, -53.44176638167955,-2.3823948719259604, -53.43868425944862,-2.37158063368186, -53.428829570544586,-2.3276626099672306, -53.33089284844793,-1.8683444191061387, -53.21391943716943,-1.3144946091060412, -53.097819235217216,-0.7662367467727831, -53.095139446168304,-0.7483237957836268, -53.09570632908421,-0.741269540635535, -53.246438585201574,-0.7197254241824903, -53.86941560608485,-0.6307831882913606, -54.6878965995746,-0.5137864548050287)",LANDSAT/LE07/C01/T1_SR/LE07_227061_20050826,1.12506342402E12,1522995842412805,"{""type"":""Polygon"",""coordinates"":[[[-54.6878965995746,-0.5137864548050287],[-54.74064120257435,-0.5062617637563172],[-54.75579447614282,-0.5769420901211726],[-54.88249418281936,-1.1692266905126538],[-55.00903266092432,-1.7616005544218871],[-55.06695785811001,-2.0334659730098705],[-55.08109751391066,-2.1002464436970283],[-55.08896044183418,-2.138571609362035],[-55.08865126286929,-2.1487140424860636],[-53.44365520226017,-2.383922843228857],[-53.44176638167955,-2.3823948719259604],[-53.43868425944862,-2.37158063368186],[-53.428829570544586,-2.3276626099672306],[-53.33089284844793,-1.8683444191061387],[-53.21391943716943,-1.3144946091060412],[-53.097819235217216,-0.7662367467727831],[-53.095139446168304,-0.7483237957836268],[-53.09570632908421,-0.741269540635535],[-53.246438585201574,-0.7197254241824903],[-53.86941560608485,-0.6307831882913606],[-54.6878965995746,-0.5137864548050287]]]}"
1_2_LE07_227061_20051029,9.0,9.0,0.993192,2_19_0c,6.061,3.282,5.095,9.0,LE07_L1TP_227061_20051029_20170112_01_T1,1.48420923E12,generate_pixel_qa_1.5.0,LANDSAT_7,2005-10-29T13:37:08.0654414Z,116.740936,28.310226,LEDAPS_3.2.0,227.0,61.0,315476893,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-53.13004425679818,-0.8269313666371313, -53.12281433098632,-0.7917203797824999, -53.116596091430026,-0.76121922051047, -53.11452606072941,-0.7481209338288571, -53.114139588139935,-0.7406013419862795, -53.395234442603396,-0.7002323648577068, -54.115253935238734,-0.5967712676285334, -54.75781354648754,-0.5043229009225556, -54.761741688029545,-0.5224306911791226, -54.89746098717726,-1.1543199129465573, -55.03299798048755,-1.7863103334917907, -55.08904871877845,-2.048683422715183, -55.10760692247874,-2.137130498323715, -55.10670098566698,-2.147315123734623, -54.88347578512447,-2.179479571808576, -53.463046280477016,-2.383159148181153, -53.460613846105105,-2.381191472417115, -53.449814869212126,-2.3358443349758176, -53.32312321576275,-1.7393613655696778, -53.19613402827199,-1.1430402182582535, -53.13004425679818,-0.8269313666371313)",LANDSAT/LE07/C01/T1_SR/LE07_227061_20051029,1.13059302806E12,1522995843663400,"{""type"":""Polygon"",""coordinates"":[[[-53.13004425679818,-0.8269313666371313],[-53.12281433098632,-0.7917203797824999],[-53.116596091430026,-0.76121922051047],[-53.11452606072941,-0.7481209338288571],[-53.114139588139935,-0.7406013419862795],[-53.395234442603396,-0.7002323648577068],[-54.115253935238734,-0.5967712676285334],[-54.75781354648754,-0.5043229009225556],[-54.761741688029545,-0.5224306911791226],[-54.89746098717726,-1.1543199129465573],[-55.03299798048755,-1.7863103334917907],[-55.08904871877845,-2.048683422715183],[-55.10760692247874,-2.137130498323715],[-55.10670098566698,-2.147315123734623],[-54.88347578512447,-2.179479571808576],[-53.463046280477016,-2.383159148181153],[-53.460613846105105,-2.381191472417115],[-53.449814869212126,-2.3358443349758176],[-53.32312321576275,-1.7393613655696778],[-53.19613402827199,-1.1430402182582535],[-53.13004425679818,-0.8269313666371313]]]}"
1_2_LE07_227062_20050725,0.0,0.0,1.015701,2_19_0c,3.983,2.096,3.387,9.0,LE07_L1TP_227062_20050725_20170113_01_T1,1.484335428E12,generate_pixel_qa_1.5.0,LANDSAT_7,2005-07-25T13:37:37.7873247Z,52.871655,38.385178,LEDAPS_3.2.0,227.0,62.0,239660257,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-54.10784685267382,-2.0868400619497023, -54.43317709895739,-2.038873965967953, -55.04800623104818,-1.9480544051284001, -55.04999526834939,-1.9480567304934213, -55.05307030583749,-1.9562422574163016, -55.056706374521774,-1.972003740449989, -55.07710153404345,-2.067192619630878, -55.11522978277765,-2.246197535887618, -55.234475378252434,-2.8073646417130456, -55.40021884690736,-3.5900395885525547, -53.75149710173767,-3.8331422289641046, -53.74063488385215,-3.7862543391332797, -53.729231386396386,-3.7336413218918865, -53.639577443541334,-3.3127976088421427, -53.60427760399981,-3.146051866106757, -53.52645783982888,-2.7774881086012893, -53.44855005102036,-2.408978354737341, -53.417148707737034,-2.2599091088112706, -53.40463848086654,-2.198371144356094, -53.404018972993555,-2.1903379907145704, -54.10784685267382,-2.0868400619497023)",LANDSAT/LE07/C01/T1_SR/LE07_227062_20050725,1.12229865779E12,1538942240703931,"{""type"":""Polygon"",""coordinates"":[[[-54.10784685267382,-2.0868400619497023],[-54.43317709895739,-2.038873965967953],[-55.04800623104818,-1.9480544051284001],[-55.04999526834939,-1.9480567304934213],[-55.05307030583749,-1.9562422574163016],[-55.056706374521774,-1.972003740449989],[-55.07710153404345,-2.067192619630878],[-55.11522978277765,-2.246197535887618],[-55.234475378252434,-2.8073646417130456],[-55.40021884690736,-3.5900395885525547],[-53.75149710173767,-3.8331422289641046],[-53.74063488385215,-3.7862543391332797],[-53.729231386396386,-3.7336413218918865],[-53.639577443541334,-3.3127976088421427],[-53.60427760399981,-3.146051866106757],[-53.52645783982888,-2.7774881086012893],[-53.44855005102036,-2.408978354737341],[-53.417148707737034,-2.2599091088112706],[-53.40463848086654,-2.198371144356094],[-53.404018972993555,-2.1903379907145704],[-54.10784685267382,-2.0868400619497023]]]}"
1_2_LE07_227062_20050826,5.0,5.0,1.010491,2_19_0c,4.799,3.368,3.419,9.0,LE07_L1TP_227062_20050826_20170113_01_T1,1.484287264E12,generate_pixel_qa_1.5.0,LANDSAT_7,2005-08-26T13:37:27.9468861Z,66.217865,33.122288,LEDAPS_3.2.0,227.0,62.0,281170341,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-55.04998963266366,-1.954182008908094, -55.0519423781678,-1.9626467986257847, -55.0650818292067,-2.023969223624097, -55.22039397620498,-2.7520014257547407, -55.375622803711344,-3.4801296522692087, -55.396956860131844,-3.5874599658115898, -55.3959798841407,-3.587948621707036, -53.747838671161205,-3.8310108274260792, -53.74428899878204,-3.8193348801203912, -53.68648603732673,-3.5476044439539844, -53.66049292621096,-3.424770594311505, -53.54900030028985,-2.8982493350306338, -53.42855964806567,-2.3276589529082816, -53.41073471458378,-2.2398464965695006, -53.40041325699149,-2.188106905261223, -53.40440135515772,-2.1874481496087848, -54.05583819659248,-2.0916219472936475, -55.044584930443605,-1.945609136736183, -55.04665463424231,-1.9456115358019426, -55.04998963266366,-1.954182008908094)",LANDSAT/LE07/C01/T1_SR/LE07_227062_20050826,1.12506344795E12,1522996000345654,"{""type"":""Polygon"",""coordinates"":[[[-55.04998963266366,-1.954182008908094],[-55.0519423781678,-1.9626467986257847],[-55.0650818292067,-2.023969223624097],[-55.22039397620498,-2.7520014257547407],[-55.375622803711344,-3.4801296522692087],[-55.396956860131844,-3.5874599658115898],[-55.3959798841407,-3.587948621707036],[-53.747838671161205,-3.8310108274260792],[-53.74428899878204,-3.8193348801203912],[-53.68648603732673,-3.5476044439539844],[-53.66049292621096,-3.424770594311505],[-53.54900030028985,-2.8982493350306338],[-53.42855964806567,-2.3276589529082816],[-53.41073471458378,-2.2398464965695006],[-53.40041325699149,-2.188106905261223],[-53.40440135515772,-2.1874481496087848],[-54.05583819659248,-2.0916219472936475],[-55.044584930443605,-1.945609136736183],[-55.04665463424231,-1.9456115358019426],[-55.04998963266366,-1.954182008908094]]]}"
2_LT05_226061_20051014,18.0,18.0,0.99733,2_19_0c,6.371,3.478,5.338,9.0,LT05_L1TP_226061_20051014_20161124_01_T1,1.480028323E12,generate_pixel_qa_1.5.0,LANDSAT_5,2005-10-14T13:29:40.7180690Z,105.40081,27.414703,LEDAPS_3.2.0,226.0,61.0,379679913,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-51.56118457190614,-0.7643963236601753, -51.67169389594678,-0.7483044509280254, -52.18195946000326,-0.6739887773742058, -53.25048777043979,-0.518329223819439, -53.25879131405181,-0.556713868355464, -53.272590342767586,-0.6211373888468001, -53.29472993290513,-0.7249975082329205, -53.53722751362326,-1.8626143129956623, -53.567786612860345,-2.0059503689128357, -53.58500150137827,-2.0867766116875814, -53.59114197287625,-2.115953641604001, -53.575042234364744,-2.1224078802352877, -53.26316140201196,-2.1678979522600796, -52.9247648902966,-2.217172517812695, -51.9587000494678,-2.3574188480776233, -51.87621007323694,-2.3693282560086173, -51.70692443185371,-1.5714499617558917, -51.53767242529101,-0.7724394882427659, -51.537672104353184,-0.7699038998759239, -51.56118457190614,-0.7643963236601753)",LANDSAT/LT05/C01/T1_SR/LT05_226061_20051014,1.12929658072E12,1521903396815003,"{""type"":""Polygon"",""coordinates"":[[[-51.56118457190614,-0.7643963236601753],[-51.67169389594678,-0.7483044509280254],[-52.18195946000326,-0.6739887773742058],[-53.25048777043979,-0.518329223819439],[-53.25879131405181,-0.556713868355464],[-53.272590342767586,-0.6211373888468001],[-53.29472993290513,-0.7249975082329205],[-53.53722751362326,-1.8626143129956623],[-53.567786612860345,-2.0059503689128357],[-53.58500150137827,-2.0867766116875814],[-53.59114197287625,-2.115953641604001],[-53.575042234364744,-2.1224078802352877],[-53.26316140201196,-2.1678979522600796],[-52.9247648902966,-2.217172517812695],[-51.9587000494678,-2.3574188480776233],[-51.87621007323694,-2.3693282560086173],[-51.70692443185371,-1.5714499617558917],[-51.53767242529101,-0.7724394882427659],[-51.537672104353184,-0.7699038998759239],[-51.56118457190614,-0.7643963236601753]]]}"
