system:index,CLOUD_COVER,CLOUD_COVER_LAND,EARTH_SUN_DISTANCE,ESPA_VERSION,GEOMETRIC_RMSE_MODEL,GEOMETRIC_RMSE_MODEL_X,GEOMETRIC_RMSE_MODEL_Y,IMAGE_QUALITY_OLI,IMAGE_QUALITY_TIRS,LANDSAT_ID,LEVEL1_PRODUCTION_DATE,PIXEL_QA_VERSION,SATELLITE,SENSING_TIME,SOLAR_AZIMUTH_ANGLE,SOLAR_ZENITH_ANGLE,SR_APP_VERSION,WRS_PATH,WRS_ROW,system:asset_size,system:band_names,system:bands,system:footprint,system:id,system:time_start,system:version,.geo
1_1_LC08_227062_20170904,4.72,4.72,1.008342,2_23_0_1a,9.719,7.174,6.556,9.0,9.0,LC08_L1TP_227062_20170904_20170916_01_T1,1.505591529E12,generate_pixel_qa_1.6.0,LANDSAT_8,2017-09-04T13:48:19.5861920Z,69.797081,28.716957,LaSRC_1.3.0,227.0,62.0,561996115,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-55.37815681330035,-3.5848251876328487, -55.37798084623261,-3.5852002622416936, -55.33606441287791,-3.5943226305683993, -55.21612994838902,-3.6204091979208135, -53.937768637914246,-3.8972145990441867, -53.76224280849211,-3.935033632618295, -53.741174469978745,-3.93956400178355, -53.74005938466799,-3.939559587566033, -53.71302174665501,-3.812158925456025, -53.57856786121701,-3.1779369452685167, -53.49066865993697,-2.7628885760121986, -53.37204468944578,-2.2028958780254597, -53.37204856021622,-2.2012868889104666, -53.37849185873898,-2.199894247250326, -53.87774400993719,-2.092904648500925, -54.993245889625456,-1.85305857620694, -55.00585749947206,-1.8503543091492898, -55.0071668281903,-1.8503557506317871, -55.007589711910626,-1.850782220176006, -55.19306179156521,-2.718321488147262, -55.37815681330035,-3.5848251876328487)",LANDSAT/LC08/C01/T1_SR/LC08_227062_20170904,1.50453289959E12,1522719856820313,"{""type"":""Polygon"",""coordinates"":[[[-55.37815681330035,-3.5848251876328487],[-55.37798084623261,-3.5852002622416936],[-55.33606441287791,-3.5943226305683993],[-55.21612994838902,-3.6204091979208135],[-53.937768637914246,-3.8972145990441867],[-53.76224280849211,-3.935033632618295],[-53.741174469978745,-3.93956400178355],[-53.74005938466799,-3.939559587566033],[-53.71302174665501,-3.812158925456025],[-53.57856786121701,-3.1779369452685167],[-53.49066865993697,-2.7628885760121986],[-53.37204468944578,-2.2028958780254597],[-53.37204856021622,-2.2012868889104666],[-53.37849185873898,-2.199894247250326],[-53.87774400993719,-2.092904648500925],[-54.993245889625456,-1.85305857620694],[-55.00585749947206,-1.8503543091492898],[-55.0071668281903,-1.8503557506317871],[-55.007589711910626,-1.850782220176006],[-55.19306179156521,-2.718321488147262],[-55.37815681330035,-3.5848251876328487]]]}"
1_2_LE07_226061_20170921,6.0,6.0,1.00392,2_23_0_1a,4.815,3.565,3.236,,,LE07_L1TP_226061_20170921_20171019_01_T1,1.508404639E12,generate_pixel_qa_1.6.0,LANDSAT_7,2017-09-21T13:44:12.8656306Z,85.694405,24.798943,LEDAPS_3.2.1,226.0,61.0,308825915,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-53.10214771961843,-2.1900778665814147, -52.50331591499973,-2.2781680107400617, -51.83984582294941,-2.375450716609935, -51.834868836845324,-2.36398484879826, -51.49719473692663,-0.7680866490101639, -51.49892684327793,-0.7599450019786129, -53.215787292524254,-0.5070377986172929, -53.2180038293561,-0.5070369995403701, -53.2224274035707,-0.5134337845673362, -53.246998492260694,-0.6260292894638476, -53.28237081566813,-0.7895492359952879, -53.28804312205084,-0.8158529138855832, -53.4522515714816,-1.5837043533272275, -53.5547852569088,-2.0667651576226405, -53.56104002863772,-2.100924212008723, -53.56404747291547,-2.1183559163857124, -53.56228146736265,-2.122222208027097, -53.43706642254469,-2.1407065349877197, -53.10214771961843,-2.1900778665814147)",LANDSAT/LE07/C01/T1_SR/LE07_226061_20170921,1.50600145286E12,1523005443023009,"{""type"":""Polygon"",""coordinates"":[[[-53.10214771961843,-2.1900778665814147],[-52.50331591499973,-2.2781680107400617],[-51.83984582294941,-2.375450716609935],[-51.834868836845324,-2.36398484879826],[-51.49719473692663,-0.7680866490101639],[-51.49892684327793,-0.7599450019786129],[-53.215787292524254,-0.5070377986172929],[-53.2180038293561,-0.5070369995403701],[-53.2224274035707,-0.5134337845673362],[-53.246998492260694,-0.6260292894638476],[-53.28237081566813,-0.7895492359952879],[-53.28804312205084,-0.8158529138855832],[-53.4522515714816,-1.5837043533272275],[-53.5547852569088,-2.0667651576226405],[-53.56104002863772,-2.100924212008723],[-53.56404747291547,-2.1183559163857124],[-53.56228146736265,-2.122222208027097],[-53.43706642254469,-2.1407065349877197],[-53.10214771961843,-2.1900778665814147]]]}"
1_2_LE07_227061_20170710,9.0,9.0,1.01663,2_19_0c,7.844,3.251,7.139,,,LE07_L1TP_227061_20170710_20170805_01_T1,1.501926132E12,generate_pixel_qa_1.5.0,LANDSAT_7,2017-07-10T13:50:28.7491675Z,47.386986,35.984501,LEDAPS_3.2.0,227.0,61.0,291553310,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-54.287069498944334,-0.5835748092199159, -54.779870368347275,-0.5128304955354136, -54.784268769949705,-0.5210604286368321, -54.79055881068462,-0.5460313331058048, -54.80400743252163,-0.6062513432012391, -54.826324685478475,-0.7098685744206544, -54.92600979303846,-1.1759047710494268, -55.111968819683284,-2.047083664080913, -55.124302700707936,-2.107057636407842, -55.125647452143994,-2.116335082473666, -55.1234097193614,-2.1280766502593447, -53.41255296090046,-2.3733689812936145, -53.40387585825714,-2.373045330288871, -53.399663859310536,-2.3713378492097315, -53.37381875864966,-2.250592825123746, -53.21095856227119,-1.4826702992488296, -53.13401383987774,-1.1204807942049786, -53.058966298950516,-0.7666636255924291, -53.069131133122085,-0.7581524965656223, -54.287069498944334,-0.5835748092199159)",LANDSAT/LE07/C01/T1_SR/LE07_227061_20170710,1.49969462875E12,1522995932839706,"{""type"":""Polygon"",""coordinates"":[[[-54.287069498944334,-0.5835748092199159],[-54.779870368347275,-0.5128304955354136],[-54.784268769949705,-0.5210604286368321],[-54.79055881068462,-0.5460313331058048],[-54.80400743252163,-0.6062513432012391],[-54.826324685478475,-0.7098685744206544],[-54.92600979303846,-1.1759047710494268],[-55.111968819683284,-2.047083664080913],[-55.124302700707936,-2.107057636407842],[-55.125647452143994,-2.116335082473666],[-55.1234097193614,-2.1280766502593447],[-53.41255296090046,-2.3733689812936145],[-53.40387585825714,-2.373045330288871],[-53.399663859310536,-2.3713378492097315],[-53.37381875864966,-2.250592825123746],[-53.21095856227119,-1.4826702992488296],[-53.13401383987774,-1.1204807942049786],[-53.058966298950516,-0.7666636255924291],[-53.069131133122085,-0.7581524965656223],[-54.287069498944334,-0.5835748092199159]]]}"
1_2_LE07_227061_20170726,10.0,10.0,1.015609,2_19_0c,6.915,3.131,6.166,,,LE07_L1TP_227061_20170726_20170821_01_T1,1.503308237E12,generate_pixel_qa_1.5.0,LANDSAT_7,2017-07-26T13:50:28.0412901Z,51.663013,34.52924,LEDAPS_3.2.0,227.0,61.0,298893951,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-53.06291334040168,-0.7581780936601772, -53.118235775715796,-0.75023408285826, -54.63670579765014,-0.5324795324889601, -54.772464513173546,-0.5130065959223559, -54.77789041754882,-0.519930365592891, -54.78463183422347,-0.5460295530521272, -54.951224073209886,-1.3268707089827734, -55.117563856880984,-2.107877270764299, -55.11782465220045,-2.1163279210743293, -55.116701840595184,-2.128312309831093, -53.405811514382854,-2.373593943396194, -53.39740788467236,-2.373571936686892, -53.393166674726054,-2.3715675448264575, -53.37278952819614,-2.277202721149445, -53.31942478036072,-2.026459456123502, -53.28292038239355,-1.8541193726598273, -53.18046661780437,-1.3707722861444018, -53.13103146083832,-1.1378076151742453, -53.05259602551194,-0.7665833370362461, -53.06291334040168,-0.7581780936601772)",LANDSAT/LE07/C01/T1_SR/LE07_227061_20170726,1.50107702804E12,1522995933534006,"{""type"":""Polygon"",""coordinates"":[[[-53.06291334040168,-0.7581780936601772],[-53.118235775715796,-0.75023408285826],[-54.63670579765014,-0.5324795324889601],[-54.772464513173546,-0.5130065959223559],[-54.77789041754882,-0.519930365592891],[-54.78463183422347,-0.5460295530521272],[-54.951224073209886,-1.3268707089827734],[-55.117563856880984,-2.107877270764299],[-55.11782465220045,-2.1163279210743293],[-55.116701840595184,-2.128312309831093],[-53.405811514382854,-2.373593943396194],[-53.39740788467236,-2.373571936686892],[-53.393166674726054,-2.3715675448264575],[-53.37278952819614,-2.277202721149445],[-53.31942478036072,-2.026459456123502],[-53.28292038239355,-1.8541193726598273],[-53.18046661780437,-1.3707722861444018],[-53.13103146083832,-1.1378076151742453],[-53.05259602551194,-0.7665833370362461],[-53.06291334040168,-0.7581780936601772]]]}"
1_2_LE07_227061_20170811,11.0,11.0,1.013446,2_19_0c,4.928,3.104,3.827,,,LE07_L1TP_227061_20170811_20170906_01_T1,1.504690097E12,generate_pixel_qa_1.5.0,LANDSAT_7,2017-08-11T13:50:25.5544105Z,57.904366,32.060566,LEDAPS_3.2.0,227.0,61.0,314000857,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-54.76441828233202,-0.519656740991596, -54.76712463932642,-0.5283858416539129, -54.77519670397573,-0.5633868171344102, -54.80128007951715,-0.6840909222486555, -54.98928490711976,-1.5641099557113862, -55.10113258600997,-2.0904753713674755, -55.105616534002166,-2.1139353444909643, -55.10456879377755,-2.1281031769361416, -53.39295561732595,-2.3735602739498485, -53.383934993376776,-2.3735365410318074, -53.38026476293657,-2.371536216648129, -53.346977747583665,-2.21612601747981, -53.2974473285312,-1.983073486732172, -53.24067376159399,-1.7156354270984135, -53.13669373327743,-1.2250668694418347, -53.03948926448126,-0.7661879172105723, -53.04988517210875,-0.757773568002502, -54.75951925002807,-0.512605860635865, -54.76441828233202,-0.519656740991596)",LANDSAT/LE07/C01/T1_SR/LE07_227061_20170811,1.50245942555E12,1522995934073641,"{""type"":""Polygon"",""coordinates"":[[[-54.76441828233202,-0.519656740991596],[-54.76712463932642,-0.5283858416539129],[-54.77519670397573,-0.5633868171344102],[-54.80128007951715,-0.6840909222486555],[-54.98928490711976,-1.5641099557113862],[-55.10113258600997,-2.0904753713674755],[-55.105616534002166,-2.1139353444909643],[-55.10456879377755,-2.1281031769361416],[-53.39295561732595,-2.3735602739498485],[-53.383934993376776,-2.3735365410318074],[-53.38026476293657,-2.371536216648129],[-53.346977747583665,-2.21612601747981],[-53.2974473285312,-1.983073486732172],[-53.24067376159399,-1.7156354270984135],[-53.13669373327743,-1.2250668694418347],[-53.03948926448126,-0.7661879172105723],[-53.04988517210875,-0.757773568002502],[-54.75951925002807,-0.512605860635865],[-54.76441828233202,-0.519656740991596]]]}"
1_2_LE07_227061_20171030,10.0,10.0,0.992961,2_23_0_1a,7.008,3.232,6.218,,,LE07_L1TP_227061_20171030_20171125_01_T1,1.511608733E12,generate_pixel_qa_1.6.0,LANDSAT_7,2017-10-30T13:50:27.2926038Z,120.541885,25.46656,LEDAPS_3.2.1,227.0,61.0,334825650,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-53.339822118559056,-1.932517439634284, -53.15132904814026,-1.0438665067441268, -53.09833354272627,-0.793594085775854, -53.092967789335205,-0.7678183834606622, -53.09409028535859,-0.7596806611542102, -54.813298632943265,-0.5060984265099076, -54.816965679048316,-0.5129192801404482, -54.85382109117722,-0.6770618109507541, -54.93498630945074,-1.0560229257442009, -55.060100319675044,-1.642571529124922, -55.14969592855385,-2.065303294432245, -55.15693589807088,-2.1003088950286, -55.160172472894104,-2.1172393820956343, -55.15761682434455,-2.1212283617826335, -53.43706271327301,-2.3751312904585236, -53.43164852579276,-2.363879167548881, -53.39842451896662,-2.2086682507035262, -53.339822118559056,-1.932517439634284)",LANDSAT/LE07/C01/T1_SR/LE07_227061_20171030,1.50937142729E12,1522995936718490,"{""type"":""Polygon"",""coordinates"":[[[-53.339822118559056,-1.932517439634284],[-53.15132904814026,-1.0438665067441268],[-53.09833354272627,-0.793594085775854],[-53.092967789335205,-0.7678183834606622],[-53.09409028535859,-0.7596806611542102],[-54.813298632943265,-0.5060984265099076],[-54.816965679048316,-0.5129192801404482],[-54.85382109117722,-0.6770618109507541],[-54.93498630945074,-1.0560229257442009],[-55.060100319675044,-1.642571529124922],[-55.14969592855385,-2.065303294432245],[-55.15693589807088,-2.1003088950286],[-55.160172472894104,-2.1172393820956343],[-55.15761682434455,-2.1212283617826335],[-53.43706271327301,-2.3751312904585236],[-53.43164852579276,-2.363879167548881],[-53.39842451896662,-2.2086682507035262],[-53.339822118559056,-1.932517439634284]]]}"
1_2_LE07_227062_20170608,12.0,12.0,1.015048,2_19_0c,9.303,4.468,8.16,,,LE07_L1TP_227062_20170608_20170704_01_T1,1.499161474E12,generate_pixel_qa_1.5.0,LANDSAT_7,2017-06-08T13:50:48.4104776Z,43.672848,36.496872,LEDAPS_3.2.0,227.0,62.0,307483111,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-55.064583109822834,-1.960825724136047, -55.083852316875,-1.958078774011937, -55.089938730542755,-1.9656119152386178, -55.09988021346916,-2.008274772684557, -55.24463620101879,-2.685165520291632, -55.389319038109484,-3.362135177628484, -55.42735661138265,-3.5434384617375474, -55.430034573707886,-3.5608530682816926, -55.428332925567496,-3.5729553845212045, -55.39250811037514,-3.578149448073171, -53.715010566430365,-3.8191943432292517, -53.70564751447225,-3.8188447963511374, -53.701702754665035,-3.8171286410136416, -53.675965435655996,-3.6963195289485724, -53.59376511792476,-3.3080343243793946, -53.4777449678852,-2.7602765657850727, -53.36149223149248,-2.21248143884132, -53.37153523191751,-2.2041040169275745, -54.33935176735264,-2.06529042211632, -55.064583109822834,-1.960825724136047)",LANDSAT/LE07/C01/T1_SR/LE07_227062_20170608,1.49692984841E12,1522997124187721,"{""type"":""Polygon"",""coordinates"":[[[-55.064583109822834,-1.960825724136047],[-55.083852316875,-1.958078774011937],[-55.089938730542755,-1.9656119152386178],[-55.09988021346916,-2.008274772684557],[-55.24463620101879,-2.685165520291632],[-55.389319038109484,-3.362135177628484],[-55.42735661138265,-3.5434384617375474],[-55.430034573707886,-3.5608530682816926],[-55.428332925567496,-3.5729553845212045],[-55.39250811037514,-3.578149448073171],[-53.715010566430365,-3.8191943432292517],[-53.70564751447225,-3.8188447963511374],[-53.701702754665035,-3.8171286410136416],[-53.675965435655996,-3.6963195289485724],[-53.59376511792476,-3.3080343243793946],[-53.4777449678852,-2.7602765657850727],[-53.36149223149248,-2.21248143884132],[-53.37153523191751,-2.2041040169275745],[-54.33935176735264,-2.06529042211632],[-55.064583109822834,-1.960825724136047]]]}"
1_2_LE07_227062_20170624,7.0,7.0,1.016438,2_19_0c,4.993,4.013,2.971,,,LE07_L1TP_227062_20170624_20170720_01_T1,1.500542907E12,generate_pixel_qa_1.5.0,LANDSAT_7,2017-06-24T13:50:51.5100730Z,43.890438,37.408558,LEDAPS_3.2.0,227.0,62.0,282194560,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-53.61665494466105,-3.3934584281901374, -53.58189990375607,-3.2296952901609455, -53.457610681407225,-2.6430548279272306, -53.37728688440933,-2.2636028064820377, -53.366340462091706,-2.2116782265927784, -53.37683372683442,-2.203161895943274, -54.40404495308335,-2.055908353504546, -55.089263562859465,-1.9572586163585353, -55.09398766125141,-1.9645462101386377, -55.10982698404095,-2.033514660308732, -55.271600417442144,-2.788293985385727, -55.43329940462487,-3.5431866479166287, -55.43462287795361,-3.5603098845685284, -55.43460268435759,-3.5722545389397204, -53.71875058084323,-3.818355088191438, -53.70967677409103,-3.818320272499076, -53.706556039910495,-3.8163085436701207, -53.69649321039875,-3.769613188569143, -53.61665494466105,-3.3934584281901374)",LANDSAT/LE07/C01/T1_SR/LE07_227062_20170624,1.49831225151E12,1522997124915451,"{""type"":""Polygon"",""coordinates"":[[[-53.61665494466105,-3.3934584281901374],[-53.58189990375607,-3.2296952901609455],[-53.457610681407225,-2.6430548279272306],[-53.37728688440933,-2.2636028064820377],[-53.366340462091706,-2.2116782265927784],[-53.37683372683442,-2.203161895943274],[-54.40404495308335,-2.055908353504546],[-55.089263562859465,-1.9572586163585353],[-55.09398766125141,-1.9645462101386377],[-55.10982698404095,-2.033514660308732],[-55.271600417442144,-2.788293985385727],[-55.43329940462487,-3.5431866479166287],[-55.43462287795361,-3.5603098845685284],[-55.43460268435759,-3.5722545389397204],[-53.71875058084323,-3.818355088191438],[-53.70967677409103,-3.818320272499076],[-53.706556039910495,-3.8163085436701207],[-53.69649321039875,-3.769613188569143],[-53.61665494466105,-3.3934584281901374]]]}"
1_2_LE07_227062_20170710,0.0,0.0,1.01663,2_19_0c,5.286,3.393,4.053,,,LE07_L1TP_227062_20170710_20170807_01_T1,1.502098739E12,generate_pixel_qa_1.5.0,LANDSAT_7,2017-07-10T13:50:52.6697479Z,46.165787,37.125309,LEDAPS_3.2.0,227.0,62.0,236626653,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-55.092373603319814,-1.9610181265335824, -55.0964097735033,-1.9778875153762157, -55.12483915068476,-2.1075903109905094, -55.236487147494,-2.629540292945834, -55.34808927039531,-3.151538617165829, -55.40113218795778,-3.401765106320191, -55.43151599185704,-3.545307234804848, -55.43462338490587,-3.565514120787031, -55.43283098909975,-3.569398738093497, -53.710099334165434,-3.82374328285031, -53.70457984748081,-3.8122515457043433, -53.692426185975584,-3.7557668654094023, -53.63865095292592,-3.501912520616438, -53.565700152514886,-3.156761857936638, -53.46889862724082,-2.699162835404131, -53.3665458446092,-2.216107551152801, -53.36891618414346,-2.207545645126793, -55.0878242104644,-1.9538480665312066, -55.092373603319814,-1.9610181265335824)",LANDSAT/LE07/C01/T1_SR/LE07_227062_20170710,1.49969465267E12,1538942012700641,"{""type"":""Polygon"",""coordinates"":[[[-55.092373603319814,-1.9610181265335824],[-55.0964097735033,-1.9778875153762157],[-55.12483915068476,-2.1075903109905094],[-55.236487147494,-2.629540292945834],[-55.34808927039531,-3.151538617165829],[-55.40113218795778,-3.401765106320191],[-55.43151599185704,-3.545307234804848],[-55.43462338490587,-3.565514120787031],[-55.43283098909975,-3.569398738093497],[-53.710099334165434,-3.82374328285031],[-53.70457984748081,-3.8122515457043433],[-53.692426185975584,-3.7557668654094023],[-53.63865095292592,-3.501912520616438],[-53.565700152514886,-3.156761857936638],[-53.46889862724082,-2.699162835404131],[-53.3665458446092,-2.216107551152801],[-53.36891618414346,-2.207545645126793],[-55.0878242104644,-1.9538480665312066],[-55.092373603319814,-1.9610181265335824]]]}"
1_2_LE07_227062_20170726,1.0,1.0,1.015609,2_19_0c,6.165,2.912,5.434,,,LE07_L1TP_227062_20170726_20170821_01_T1,1.503309621E12,generate_pixel_qa_1.5.0,LANDSAT_7,2017-07-26T13:50:51.9609845Z,50.261127,35.603504,LEDAPS_3.2.0,227.0,62.0,248599931,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-53.36149470184839,-2.22509647397017, -53.35987449527722,-2.2162840433066218, -53.36075285763441,-2.2082234554147107, -55.08059541867381,-1.9541550898712743, -55.08565529791079,-1.9607590638498598, -55.111658210188374,-2.081532885368001, -55.165548057278954,-2.3319845362424556, -55.27275014101431,-2.8321089279783056, -55.34107246429194,-3.1512561208701353, -55.42492001339345,-3.5475056436945707, -55.4273882087803,-3.5653614486437784, -55.425881008768094,-3.5689784641505113, -53.70257938715978,-3.823533334315079, -53.69782122466378,-3.8118802529322835, -53.68335185922799,-3.744629803951102, -53.56347379938929,-3.178021975218909, -53.4455499233569,-2.6216198673600215, -53.37240697795595,-2.2768632103260735, -53.36149470184839,-2.22509647397017)",LANDSAT/LE07/C01/T1_SR/LE07_227062_20170726,1.50107705196E12,1522997126217145,"{""type"":""Polygon"",""coordinates"":[[[-53.36149470184839,-2.22509647397017],[-53.35987449527722,-2.2162840433066218],[-53.36075285763441,-2.2082234554147107],[-55.08059541867381,-1.9541550898712743],[-55.08565529791079,-1.9607590638498598],[-55.111658210188374,-2.081532885368001],[-55.165548057278954,-2.3319845362424556],[-55.27275014101431,-2.8321089279783056],[-55.34107246429194,-3.1512561208701353],[-55.42492001339345,-3.5475056436945707],[-55.4273882087803,-3.5653614486437784],[-55.425881008768094,-3.5689784641505113],[-53.70257938715978,-3.823533334315079],[-53.69782122466378,-3.8118802529322835],[-53.68335185922799,-3.744629803951102],[-53.56347379938929,-3.178021975218909],[-53.4455499233569,-2.6216198673600215],[-53.37240697795595,-2.2768632103260735],[-53.36149470184839,-2.22509647397017]]]}"
1_2_LE07_227062_20170811,14.0,14.0,1.013446,2_19_0c,7.996,3.394,7.24,,,LE07_L1TP_227062_20170811_20170906_01_T1,1.50469308E12,generate_pixel_qa_1.5.0,LANDSAT_7,2017-08-11T13:50:49.4734736Z,56.187943,33.020393,LEDAPS_3.2.0,227.0,62.0,319558359,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-53.3511377933466,-2.207622280231331, -53.578884236695586,-2.1740947061317297, -53.83618999202553,-2.13617772499824, -55.06797358452378,-1.9539903173608517, -55.07242322043638,-1.960722556109515, -55.07682462440803,-1.9800142964125365, -55.10113174435556,-2.090471503257442, -55.26917814608651,-2.875238631445194, -55.38838758050383,-3.4353855099380626, -55.41238461980627,-3.55006229685883, -55.414642122963684,-3.565209072748743, -55.41291889730786,-3.568943681511028, -53.691536023361046,-3.8229053550340852, -53.68519146454184,-3.811722517069794, -53.66785255426383,-3.731131778411697, -53.551600772482274,-3.182181419153161, -53.45202443610007,-2.7121163500829266, -53.35229837942788,-2.242140789560642, -53.346971737552174,-2.216096696953365, -53.346990920257134,-2.208253567961945, -53.3511377933466,-2.207622280231331)",LANDSAT/LE07/C01/T1_SR/LE07_227062_20170811,1.50245944947E12,1522997126641916,"{""type"":""Polygon"",""coordinates"":[[[-53.3511377933466,-2.207622280231331],[-53.578884236695586,-2.1740947061317297],[-53.83618999202553,-2.13617772499824],[-55.06797358452378,-1.9539903173608517],[-55.07242322043638,-1.960722556109515],[-55.07682462440803,-1.9800142964125365],[-55.10113174435556,-2.090471503257442],[-55.26917814608651,-2.875238631445194],[-55.38838758050383,-3.4353855099380626],[-55.41238461980627,-3.55006229685883],[-55.414642122963684,-3.565209072748743],[-55.41291889730786,-3.568943681511028],[-53.691536023361046,-3.8229053550340852],[-53.68519146454184,-3.811722517069794],[-53.66785255426383,-3.731131778411697],[-53.551600772482274,-3.182181419153161],[-53.45202443610007,-2.7121163500829266],[-53.35229837942788,-2.242140789560642],[-53.346971737552174,-2.216096696953365],[-53.346990920257134,-2.208253567961945],[-53.3511377933466,-2.207622280231331]]]}"
