system:index,CLOUD_COVER,CLOUD_COVER_LAND,EARTH_SUN_DISTANCE,ESPA_VERSION,GEOMETRIC_RMSE_MODEL,GEOMETRIC_RMSE_MODEL_X,GEOMETRIC_RMSE_MODEL_Y,IMAGE_QUALITY,LANDSAT_ID,LEVEL1_PRODUCTION_DATE,PIXEL_QA_VERSION,SATELLITE,SENSING_TIME,SOLAR_AZIMUTH_ANGLE,SOLAR_ZENITH_ANGLE,SR_APP_VERSION,WRS_PATH,WRS_ROW,system:asset_size,system:band_names,system:bands,system:footprint,system:id,system:time_start,system:version,.geo
1_2_LE07_226061_20080811,10.0,10.0,1.013393,2_19_0c,7.633,4.4,6.237,9.0,LE07_L1TP_226061_20080811_20161225_01_T1,1.482677388E12,generate_pixel_qa_1.5.0,LANDSAT_7,2008-08-11T13:30:49.2597860Z,60.761826,35.009937,LEDAPS_3.2.0,226.0,61.0,321147835,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-53.55350852461197,-2.110961191738898, -53.5554395234697,-2.1203191270210233, -53.55449787675121,-2.1212696035921694, -53.5478033255366,-2.1245043813129336, -52.27575145981728,-2.311476481537108, -51.85814760049619,-2.3726015160607825, -51.8565404625411,-2.372602512551434, -51.8532265011172,-2.3634530957207147, -51.74154545472182,-1.8375398465063486, -51.56224589723938,-0.9908233493714237, -51.53499369171605,-0.8619085340490011, -51.513858471467664,-0.7575094649794023, -53.20434355654105,-0.5094006310563959, -53.21352422513832,-0.515277528623231, -53.21543768243128,-0.5237943961462496, -53.36512497806628,-1.2273331625877204, -53.515228528387034,-1.9307057123155045, -53.54997737590939,-2.09415521132742, -53.55350852461197,-2.110961191738898)",LANDSAT/LE07/C01/T1_SR/LE07_226061_20080811,1.21846144926E12,1523005530427366,"{""type"":""Polygon"",""coordinates"":[[[-53.55350852461197,-2.110961191738898],[-53.5554395234697,-2.1203191270210233],[-53.55449787675121,-2.1212696035921694],[-53.5478033255366,-2.1245043813129336],[-52.27575145981728,-2.311476481537108],[-51.85814760049619,-2.3726015160607825],[-51.8565404625411,-2.372602512551434],[-51.8532265011172,-2.3634530957207147],[-51.74154545472182,-1.8375398465063486],[-51.56224589723938,-0.9908233493714237],[-51.53499369171605,-0.8619085340490011],[-51.513858471467664,-0.7575094649794023],[-53.20434355654105,-0.5094006310563959],[-53.21352422513832,-0.515277528623231],[-53.21543768243128,-0.5237943961462496],[-53.36512497806628,-1.2273331625877204],[-53.515228528387034,-1.9307057123155045],[-53.54997737590939,-2.09415521132742],[-53.55350852461197,-2.110961191738898]]]}"
1_2_LE07_226062_20080624,11.0,11.0,1.016458,2_19_0c,3.814,2.193,3.121,9.0,LE07_L1TP_226062_20080624_20161228_01_T1,1.482945553E12,generate_pixel_qa_1.5.0,LANDSAT_7,2008-06-24T13:31:40.6878314Z,46.999664,39.820267,LEDAPS_3.2.0,226.0,62.0,297853939,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-52.21290924815674,-3.815644965174619, -52.18031503599598,-3.8203685537086414, -52.176389669761264,-3.8024607576173866, -52.15220065016652,-3.6904240446981365, -52.082133502877646,-3.3624368281599866, -51.99777668539294,-2.9644271715243926, -51.8978234054615,-2.490955153478514, -51.85966464158128,-2.3091531954499027, -51.83792004129388,-2.2050083369493025, -51.83921853146121,-2.204572106860424, -53.52875498740861,-1.9561828963977317, -53.53765481302694,-1.9620398788891718, -53.55257202026889,-2.031244455239076, -53.664576192887,-2.557307894252897, -53.77047041401555,-3.053321804313894, -53.87665919921055,-3.5492331212984114, -53.88046733723003,-3.5677737054651693, -53.872652868134836,-3.5715727908309303, -52.50048486050941,-3.773592168185115, -52.21290924815674,-3.815644965174619)",LANDSAT/LE07/C01/T1_SR/LE07_226062_20080624,1.21431430069E12,1523005509322573,"{""type"":""Polygon"",""coordinates"":[[[-52.21290924815674,-3.815644965174619],[-52.18031503599598,-3.8203685537086414],[-52.176389669761264,-3.8024607576173866],[-52.15220065016652,-3.6904240446981365],[-52.082133502877646,-3.3624368281599866],[-51.99777668539294,-2.9644271715243926],[-51.8978234054615,-2.490955153478514],[-51.85966464158128,-2.3091531954499027],[-51.83792004129388,-2.2050083369493025],[-51.83921853146121,-2.204572106860424],[-53.52875498740861,-1.9561828963977317],[-53.53765481302694,-1.9620398788891718],[-53.55257202026889,-2.031244455239076],[-53.664576192887,-2.557307894252897],[-53.77047041401555,-3.053321804313894],[-53.87665919921055,-3.5492331212984114],[-53.88046733723003,-3.5677737054651693],[-53.872652868134836,-3.5715727908309303],[-52.50048486050941,-3.773592168185115],[-52.21290924815674,-3.815644965174619]]]}"
1_2_LE07_227061_20080701,6.0,6.0,1.016681,2_19_0c,6.92,2.989,6.241,9.0,LE07_L1TP_227061_20080701_20161228_01_T1,1.482936897E12,generate_pixel_qa_1.5.0,LANDSAT_7,2008-07-01T13:37:22.8583211Z,48.8904,38.771507,LEDAPS_3.2.0,227.0,61.0,278324652,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-54.64559606398465,-0.5311270059075524, -54.76512772425781,-0.5140204587174932, -54.76892258309616,-0.5223053819805293, -54.80585582700114,-0.6938569679562138, -54.931318949314814,-1.2804718319921626, -55.05663369367884,-1.8671711697317286, -55.09965271793794,-2.0688233182437115, -55.10973009976585,-2.117349353122033, -55.11129718068588,-2.1291238720063808, -53.427031286988495,-2.370119331232277, -53.41316792475027,-2.370689424527307, -53.408836998923334,-2.3533484107210243, -53.379290463488076,-2.2153933194492565, -53.29643725105992,-1.82597982425136, -53.18434929286761,-1.2957632346476098, -53.07158063448673,-0.7637095411675584, -53.08298176861424,-0.7547687324096171, -54.64559606398465,-0.5311270059075524)",LANDSAT/LE07/C01/T1_SR/LE07_227061_20080701,1.21491944286E12,1522995863175261,"{""type"":""Polygon"",""coordinates"":[[[-54.64559606398465,-0.5311270059075524],[-54.76512772425781,-0.5140204587174932],[-54.76892258309616,-0.5223053819805293],[-54.80585582700114,-0.6938569679562138],[-54.931318949314814,-1.2804718319921626],[-55.05663369367884,-1.8671711697317286],[-55.09965271793794,-2.0688233182437115],[-55.10973009976585,-2.117349353122033],[-55.11129718068588,-2.1291238720063808],[-53.427031286988495,-2.370119331232277],[-53.41316792475027,-2.370689424527307],[-53.408836998923334,-2.3533484107210243],[-53.379290463488076,-2.2153933194492565],[-53.29643725105992,-1.82597982425136],[-53.18434929286761,-1.2957632346476098],[-53.07158063448673,-0.7637095411675584],[-53.08298176861424,-0.7547687324096171],[-54.64559606398465,-0.5311270059075524]]]}"
1_2_LE07_227061_20080818,17.0,17.0,1.012114,2_19_0c,4.8,2.941,3.793,9.0,LE07_L1TP_227061_20080818_20161228_01_T1,1.482906034E12,generate_pixel_qa_1.5.0,LANDSAT_7,2008-08-18T13:36:57.2184969Z,64.070976,33.821396,LEDAPS_3.2.0,227.0,61.0,315162389,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-55.097034332826595,-2.127047343606409, -55.0436910211175,-2.1349400060759893, -53.40673466190019,-2.3759284553529327, -53.40368874665627,-2.3663455563660927, -53.33899125418148,-2.064424599535023, -53.21420354077999,-1.4733323077057714, -53.089099530976014,-0.8824025182651756, -53.070893200860425,-0.7962740458129154, -53.06553355597903,-0.7688784814819538, -53.06554151157787,-0.7601122651106281, -53.30092778680079,-0.7254756546633808, -53.926513471238735,-0.6333656436084298, -54.550501337596295,-0.541394331890743, -54.75369540936039,-0.5114359531413938, -54.762796975088925,-0.5171670112270457, -54.77599971976707,-0.5780347692038522, -54.93398201138132,-1.3198040917592258, -55.091729385727106,-2.0617071409654497, -55.10469496296813,-2.122833885498725, -55.10395444760599,-2.123577109418442, -55.097034332826595,-2.127047343606409)",LANDSAT/LE07/C01/T1_SR/LE07_227061_20080818,1.21906661722E12,1522995864756877,"{""type"":""Polygon"",""coordinates"":[[[-55.097034332826595,-2.127047343606409],[-55.0436910211175,-2.1349400060759893],[-53.40673466190019,-2.3759284553529327],[-53.40368874665627,-2.3663455563660927],[-53.33899125418148,-2.064424599535023],[-53.21420354077999,-1.4733323077057714],[-53.089099530976014,-0.8824025182651756],[-53.070893200860425,-0.7962740458129154],[-53.06553355597903,-0.7688784814819538],[-53.06554151157787,-0.7601122651106281],[-53.30092778680079,-0.7254756546633808],[-53.926513471238735,-0.6333656436084298],[-54.550501337596295,-0.541394331890743],[-54.75369540936039,-0.5114359531413938],[-54.762796975088925,-0.5171670112270457],[-54.77599971976707,-0.5780347692038522],[-54.93398201138132,-1.3198040917592258],[-55.091729385727106,-2.0617071409654497],[-55.10469496296813,-2.122833885498725],[-55.10395444760599,-2.123577109418442],[-55.097034332826595,-2.127047343606409]]]}"
1_2_LE07_227061_20081106,17.0,17.0,0.991094,2_19_0c,4.495,3.506,2.813,9.0,LE07_L1TP_227061_20081106_20161224_01_T1,1.482556411E12,generate_pixel_qa_1.5.0,LANDSAT_7,2008-11-06T13:36:51.1035999Z,121.546158,29.511097,LEDAPS_3.2.0,227.0,61.0,310724055,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-53.091909962698644,-0.7531069007065748, -53.164512047938885,-0.7426926259224609, -53.918142011572876,-0.6346068531942951, -54.775058201725486,-0.5115413638614608, -54.7789768483849,-0.5188737490483145, -54.785695294681084,-0.549522357581281, -54.954583194225634,-1.3385368146099461, -55.12239897040483,-2.123892264910778, -55.12239669736973,-2.1257807851192343, -55.11677238417801,-2.1266225157507312, -55.02561880328425,-2.139799463765005, -53.435541103041935,-2.3685084664507285, -53.42274620663282,-2.369060243125888, -53.41799807535074,-2.3517506999276465, -53.406547790350096,-2.299975381136997, -53.315990201207775,-1.872877911174409, -53.225282624023826,-1.4458625781083339, -53.09748052285904,-0.8412515330080135, -53.080995785778526,-0.7620531996752542, -53.091909962698644,-0.7531069007065748)",LANDSAT/LE07/C01/T1_SR/LE07_227061_20081106,1.2259786111E12,1522995866801733,"{""type"":""Polygon"",""coordinates"":[[[-53.091909962698644,-0.7531069007065748],[-53.164512047938885,-0.7426926259224609],[-53.918142011572876,-0.6346068531942951],[-54.775058201725486,-0.5115413638614608],[-54.7789768483849,-0.5188737490483145],[-54.785695294681084,-0.549522357581281],[-54.954583194225634,-1.3385368146099461],[-55.12239897040483,-2.123892264910778],[-55.12239669736973,-2.1257807851192343],[-55.11677238417801,-2.1266225157507312],[-55.02561880328425,-2.139799463765005],[-53.435541103041935,-2.3685084664507285],[-53.42274620663282,-2.369060243125888],[-53.41799807535074,-2.3517506999276465],[-53.406547790350096,-2.299975381136997],[-53.315990201207775,-1.872877911174409],[-53.225282624023826,-1.4458625781083339],[-53.09748052285904,-0.8412515330080135],[-53.080995785778526,-0.7620531996752542],[-53.091909962698644,-0.7531069007065748]]]}"
1_2_LE07_227062_20080615,16.0,16.0,1.015833,2_19_0c,8.591,3.472,7.858,9.0,LE07_L1TP_227062_20080615_20161228_01_T1,1.482956765E12,generate_pixel_qa_1.5.0,LANDSAT_7,2008-06-15T13:37:57.1348018Z,46.625046,39.427067,LEDAPS_3.2.0,227.0,62.0,312705323,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-55.42923692992879,-3.5483179734339703, -55.43272225014111,-3.5651620169563776, -55.433662969129806,-3.576741966521152, -55.43231061484474,-3.577192272908035, -53.87901288881574,-3.799439403751858, -53.74699835175071,-3.818180531797303, -53.733105984034964,-3.8186970670711315, -53.70644147064409,-3.6967052543339602, -53.591585104411685,-3.1535962071561197, -53.464336409596676,-2.549343838202998, -53.41140256437112,-2.2981298328122355, -53.3933322588168,-2.2116430735957993, -53.40435570978073,-2.2025889587127607, -54.332606706378435,-2.0701591958394583, -55.08871858535695,-1.961825718832549, -55.092638024287005,-1.9691694669933653, -55.13313628667959,-2.158871355587387, -55.28121739620251,-2.8535538074680336, -55.42923692992879,-3.5483179734339703)",LANDSAT/LE07/C01/T1_SR/LE07_227062_20080615,1.21353707713E12,1522996021063258,"{""type"":""Polygon"",""coordinates"":[[[-55.42923692992879,-3.5483179734339703],[-55.43272225014111,-3.5651620169563776],[-55.433662969129806,-3.576741966521152],[-55.43231061484474,-3.577192272908035],[-53.87901288881574,-3.799439403751858],[-53.74699835175071,-3.818180531797303],[-53.733105984034964,-3.8186970670711315],[-53.70644147064409,-3.6967052543339602],[-53.591585104411685,-3.1535962071561197],[-53.464336409596676,-2.549343838202998],[-53.41140256437112,-2.2981298328122355],[-53.3933322588168,-2.2116430735957993],[-53.40435570978073,-2.2025889587127607],[-54.332606706378435,-2.0701591958394583],[-55.08871858535695,-1.961825718832549],[-55.092638024287005,-1.9691694669933653],[-55.13313628667959,-2.158871355587387],[-55.28121739620251,-2.8535538074680336],[-55.42923692992879,-3.5483179734339703]]]}"
1_2_LE07_227062_20080701,0.0,0.0,1.016681,2_19_0c,4.601,2.739,3.697,9.0,LE07_L1TP_227062_20080701_20161228_01_T1,1.482936333E12,generate_pixel_qa_1.5.0,LANDSAT_7,2008-07-01T13:37:46.7761753Z,47.747158,39.886307,LEDAPS_3.2.0,227.0,62.0,230618199,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-53.858012942560656,-2.1345967586733336, -54.421298841944704,-2.0515984543469177, -55.067316091051026,-1.9561594696859381, -55.076453309442314,-1.9620246323167738, -55.0871217103336,-2.0107474845183093, -55.099004068651666,-2.066055767557264, -55.24240049603438,-2.738876949680765, -55.38572728107214,-3.411777223411594, -55.41144286338073,-3.532551655304951, -55.41882184702643,-3.568001190571793, -55.411145446501685,-3.571687048146148, -53.718836045854104,-3.821146613255162, -53.71123325933522,-3.7858691958410517, -53.63434585332284,-3.4230529398224023, -53.52606188086126,-2.9096925274147427, -53.41761158593653,-2.3964363226633836, -53.37902393150031,-2.2138579885230643, -53.37873211465527,-2.2050348321657203, -53.57944745602854,-2.175550832958902, -53.858012942560656,-2.1345967586733336)",LANDSAT/LE07/C01/T1_SR/LE07_227062_20080701,1.21491946678E12,1538942242284544,"{""type"":""Polygon"",""coordinates"":[[[-53.858012942560656,-2.1345967586733336],[-54.421298841944704,-2.0515984543469177],[-55.067316091051026,-1.9561594696859381],[-55.076453309442314,-1.9620246323167738],[-55.0871217103336,-2.0107474845183093],[-55.099004068651666,-2.066055767557264],[-55.24240049603438,-2.738876949680765],[-55.38572728107214,-3.411777223411594],[-55.41144286338073,-3.532551655304951],[-55.41882184702643,-3.568001190571793],[-55.411145446501685,-3.571687048146148],[-53.718836045854104,-3.821146613255162],[-53.71123325933522,-3.7858691958410517],[-53.63434585332284,-3.4230529398224023],[-53.52606188086126,-2.9096925274147427],[-53.41761158593653,-2.3964363226633836],[-53.37902393150031,-2.2138579885230643],[-53.37873211465527,-2.2050348321657203],[-53.57944745602854,-2.175550832958902],[-53.858012942560656,-2.1345967586733336]]]}"
1_2_LE07_227062_20080818,11.0,11.0,1.012114,2_19_0c,5.334,3.322,4.173,9.0,LE07_L1TP_227062_20080818_20161225_01_T1,1.482704256E12,generate_pixel_qa_1.5.0,LANDSAT_7,2008-08-18T13:37:21.1405146Z,62.319672,34.656483,LEDAPS_3.2.0,227.0,62.0,311401112,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-55.07150015860996,-1.96762648622431, -55.08797492728955,-2.04461264122578, -55.24450206888261,-2.7775381064583367, -55.40095009330469,-3.510557875544264, -55.41142309750154,-3.560814436041101, -55.41343298939377,-3.574093571258373, -53.723032304754724,-3.8156476044686856, -53.710113562932065,-3.8161878502861346, -53.69519631785648,-3.7467901217086506, -53.66205915849059,-3.5911390690486265, -53.63103349467923,-3.444987496796526, -53.42336578673484,-2.461192512942249, -53.38159910180338,-2.261987554388603, -53.37468007161015,-2.2283779063553806, -53.37129310491955,-2.2090816042066423, -53.38173970296905,-2.2003672781680974, -54.205125184497945,-2.0829505899488097, -55.06799958149142,-1.9593820654420424, -55.07150015860996,-1.96762648622431)",LANDSAT/LE07/C01/T1_SR/LE07_227062_20080818,1.21906664114E12,1522996023353916,"{""type"":""Polygon"",""coordinates"":[[[-55.07150015860996,-1.96762648622431],[-55.08797492728955,-2.04461264122578],[-55.24450206888261,-2.7775381064583367],[-55.40095009330469,-3.510557875544264],[-55.41142309750154,-3.560814436041101],[-55.41343298939377,-3.574093571258373],[-53.723032304754724,-3.8156476044686856],[-53.710113562932065,-3.8161878502861346],[-53.69519631785648,-3.7467901217086506],[-53.66205915849059,-3.5911390690486265],[-53.63103349467923,-3.444987496796526],[-53.42336578673484,-2.461192512942249],[-53.38159910180338,-2.261987554388603],[-53.37468007161015,-2.2283779063553806],[-53.37129310491955,-2.2090816042066423],[-53.38173970296905,-2.2003672781680974],[-54.205125184497945,-2.0829505899488097],[-55.06799958149142,-1.9593820654420424],[-55.07150015860996,-1.96762648622431]]]}"
2_LT05_226061_20080819,18.0,18.0,1.011917,2_19_0c,5.785,3.587,4.539,9.0,LT05_L1TP_226061_20080819_20161030_01_T1,1.477790787E12,generate_pixel_qa_1.5.0,LANDSAT_5,2008-08-19T13:27:27.3510060Z,65.015114,34.295769,LEDAPS_3.2.0,226.0,61.0,348272225,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-51.84277981590705,-2.3799425587759315, -51.838922417731176,-2.362087085924671, -51.50406184616496,-0.7833135333745247, -51.52696728677242,-0.7779019611971858, -52.144204702100325,-0.6888636856542322, -52.362806469887914,-0.6573301167537903, -52.76063388864153,-0.5999319773663903, -53.12973773863143,-0.5466692876207652, -53.225300706834794,-0.5328908112404376, -53.24187291058677,-0.6094883574187028, -53.335343150367976,-1.048508624153862, -53.443597415006224,-1.5565976435557145, -53.474762809539854,-1.7027178706390096, -53.52602705505707,-1.9434337282340126, -53.5626797624655,-2.1155565337129496, -53.56497396317306,-2.1273222762423165, -53.56284035260441,-2.128860859649451, -53.55286674050391,-2.1331808361376696, -53.24178403839645,-2.178212508471664, -51.84277981590705,-2.3799425587759315)",LANDSAT/LT05/C01/T1_SR/LT05_226061_20080819,1.21915244735E12,1521903410411849,"{""type"":""Polygon"",""coordinates"":[[[-51.84277981590705,-2.3799425587759315],[-51.838922417731176,-2.362087085924671],[-51.50406184616496,-0.7833135333745247],[-51.52696728677242,-0.7779019611971858],[-52.144204702100325,-0.6888636856542322],[-52.362806469887914,-0.6573301167537903],[-52.76063388864153,-0.5999319773663903],[-53.12973773863143,-0.5466692876207652],[-53.225300706834794,-0.5328908112404376],[-53.24187291058677,-0.6094883574187028],[-53.335343150367976,-1.048508624153862],[-53.443597415006224,-1.5565976435557145],[-53.474762809539854,-1.7027178706390096],[-53.52602705505707,-1.9434337282340126],[-53.5626797624655,-2.1155565337129496],[-53.56497396317306,-2.1273222762423165],[-53.56284035260441,-2.128860859649451],[-53.55286674050391,-2.1331808361376696],[-53.24178403839645,-2.178212508471664],[-51.84277981590705,-2.3799425587759315]]]}"
2_LT05_227061_20080911,13.0,13.0,1.00654,2_19_0c,4.58,3.056,3.412,9.0,LT05_L1TP_227061_20080911_20161029_01_T1,1.477761113E12,generate_pixel_qa_1.5.0,LANDSAT_5,2008-09-11T13:32:59.6310060Z,79.044708,30.49144,LEDAPS_3.2.0,227.0,61.0,349642663,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-54.75658456314764,-0.5371352739928854, -54.7821298253949,-0.533471024340242, -54.78409520398771,-0.5419643444476684, -54.79323968990068,-0.5845509716027792, -54.928268593891495,-1.2183556521470817, -55.063120115607425,-1.8522592981015265, -55.11027790561629,-2.0742362631203064, -55.12231082719913,-2.1312113987683046, -55.12037380437571,-2.1328312482065375, -55.11032563256844,-2.137148965755196, -53.413737572164784,-2.3827699663089694, -53.38060897066791,-2.2267727630998015, -53.265765962566746,-1.6834550040718579, -53.15093679858513,-1.1405423544084328, -53.075496775117486,-0.7828061273446478, -53.097369178076846,-0.7773949089245132, -53.19735275030736,-0.7629114718558166, -53.76677539965276,-0.6804687352130986, -54.22358148174287,-0.6143240770830285, -54.75658456314764,-0.5371352739928854)",LANDSAT/LT05/C01/T1_SR/LT05_227061_20080911,1.22113997963E12,1521902267791156,"{""type"":""Polygon"",""coordinates"":[[[-54.75658456314764,-0.5371352739928854],[-54.7821298253949,-0.533471024340242],[-54.78409520398771,-0.5419643444476684],[-54.79323968990068,-0.5845509716027792],[-54.928268593891495,-1.2183556521470817],[-55.063120115607425,-1.8522592981015265],[-55.11027790561629,-2.0742362631203064],[-55.12231082719913,-2.1312113987683046],[-55.12037380437571,-2.1328312482065375],[-55.11032563256844,-2.137148965755196],[-53.413737572164784,-2.3827699663089694],[-53.38060897066791,-2.2267727630998015],[-53.265765962566746,-1.6834550040718579],[-53.15093679858513,-1.1405423544084328],[-53.075496775117486,-0.7828061273446478],[-53.097369178076846,-0.7773949089245132],[-53.19735275030736,-0.7629114718558166],[-53.76677539965276,-0.6804687352130986],[-54.22358148174287,-0.6143240770830285],[-54.75658456314764,-0.5371352739928854]]]}"
