system:index,CLOUD_COVER,CLOUD_COVER_LAND,EARTH_SUN_DISTANCE,ESPA_VERSION,GEOMETRIC_RMSE_MODEL,GEOMETRIC_RMSE_MODEL_X,GEOMETRIC_RMSE_MODEL_Y,IMAGE_QUALITY,LANDSAT_ID,LEVEL1_PRODUCTION_DATE,PIXEL_QA_VERSION,SATELLITE,SENSING_TIME,SOLAR_AZIMUTH_ANGLE,SOLAR_ZENITH_ANGLE,SR_APP_VERSION,WRS_PATH,WRS_ROW,system:asset_size,system:band_names,system:bands,system:footprint,system:id,system:time_start,system:version,.geo
1_2_LE07_226061_20091017,9.0,9.0,0.996492,2_19_0c,4.865,2.963,3.858,9.0,LE07_L1TP_226061_20091017_20161217_01_T1,1.481987294E12,generate_pixel_qa_1.5.0,LANDSAT_7,2009-10-17T13:31:48.9164503Z,108.137695,26.988525,LEDAPS_3.2.0,226.0,61.0,304600809,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-51.85672564222695,-2.35394075171678, -51.8507729781025,-2.3273439800328464, -51.82669745631387,-2.2155458764593585, -51.800735692874575,-2.09452036773196, -51.69803830860487,-1.6112127044636009, -51.654286974703695,-1.4049633906399295, -51.54497352147196,-0.8874201960361064, -51.5304038234344,-0.8179394105381319, -51.52020833094087,-0.7641975067460222, -51.53031172445907,-0.7557199536581091, -53.216839420121424,-0.5137092170310356, -53.22217869276424,-0.5207765347657868, -53.39539780693595,-1.3315743494236099, -53.56349212913259,-2.1166492727267063, -53.564922027897026,-2.128564261285977, -53.31524329542593,-2.1645564515234494, -51.874818216836125,-2.3712274252362837, -51.8611863928857,-2.3715625455398377, -51.85672564222695,-2.35394075171678)",LANDSAT/LE07/C01/T1_SR/LE07_226061_20091017,1.25578630892E12,1523005537379074,"{""type"":""Polygon"",""coordinates"":[[[-51.85672564222695,-2.35394075171678],[-51.8507729781025,-2.3273439800328464],[-51.82669745631387,-2.2155458764593585],[-51.800735692874575,-2.09452036773196],[-51.69803830860487,-1.6112127044636009],[-51.654286974703695,-1.4049633906399295],[-51.54497352147196,-0.8874201960361064],[-51.5304038234344,-0.8179394105381319],[-51.52020833094087,-0.7641975067460222],[-51.53031172445907,-0.7557199536581091],[-53.216839420121424,-0.5137092170310356],[-53.22217869276424,-0.5207765347657868],[-53.39539780693595,-1.3315743494236099],[-53.56349212913259,-2.1166492727267063],[-53.564922027897026,-2.128564261285977],[-53.31524329542593,-2.1645564515234494],[-51.874818216836125,-2.3712274252362837],[-51.8611863928857,-2.3715625455398377],[-51.85672564222695,-2.35394075171678]]]}"
1_2_LE07_227061_20090821,1.0,1.0,1.011565,2_19_0c,5.161,2.558,4.482,9.0,LE07_L1TP_227061_20090821_20161218_01_T1,1.48207655E12,generate_pixel_qa_1.5.0,LANDSAT_7,2009-08-21T13:37:59.4205173Z,65.21357,32.996227,LEDAPS_3.2.0,227.0,61.0,265331785,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-53.055320346168436,-0.7648453813894269, -53.05498683243964,-0.7628194554807122, -53.06582340278726,-0.754164778584232, -53.820679552989915,-0.6462003420232588, -54.13948703713687,-0.6005791082187819, -54.75495452452964,-0.5124191142084245, -54.75525258441964,-0.5125788925723581, -54.75769845949532,-0.5199745067899797, -54.91248329130063,-1.2445176435283085, -55.067033240021615,-1.969177308549727, -55.09786888119313,-2.1157106481707113, -55.09905094764132,-2.127143371421546, -55.09852433900534,-2.1276719076652286, -55.08926575085526,-2.1290299630645833, -53.40827356846878,-2.3695366894251513, -53.39592719879337,-2.3698227971326715, -53.384151708898955,-2.3180677168277604, -53.26615199563918,-1.761592748740002, -53.14788870397026,-1.2052598428805377, -53.082362727506634,-0.8934970102013906, -53.055320346168436,-0.7648453813894269)",LANDSAT/LE07/C01/T1_SR/LE07_227061_20090821,1.25086187942E12,1522995870737479,"{""type"":""Polygon"",""coordinates"":[[[-53.055320346168436,-0.7648453813894269],[-53.05498683243964,-0.7628194554807122],[-53.06582340278726,-0.754164778584232],[-53.820679552989915,-0.6462003420232588],[-54.13948703713687,-0.6005791082187819],[-54.75495452452964,-0.5124191142084245],[-54.75525258441964,-0.5125788925723581],[-54.75769845949532,-0.5199745067899797],[-54.91248329130063,-1.2445176435283085],[-55.067033240021615,-1.969177308549727],[-55.09786888119313,-2.1157106481707113],[-55.09905094764132,-2.127143371421546],[-55.09852433900534,-2.1276719076652286],[-55.08926575085526,-2.1290299630645833],[-53.40827356846878,-2.3695366894251513],[-53.39592719879337,-2.3698227971326715],[-53.384151708898955,-2.3180677168277604],[-53.26615199563918,-1.761592748740002],[-53.14788870397026,-1.2052598428805377],[-53.082362727506634,-0.8934970102013906],[-53.055320346168436,-0.7648453813894269]]]}"
1_2_LE07_227061_20090906,1.0,1.0,1.007892,2_19_0c,4.218,2.804,3.151,9.0,LE07_L1TP_227061_20090906_20161218_01_T1,1.482025145E12,generate_pixel_qa_1.5.0,LANDSAT_7,2009-09-06T13:37:59.1816377Z,74.875389,30.121731,LEDAPS_3.2.0,227.0,61.0,280782084,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-53.5216052985311,-0.695580493030233, -54.76001305478747,-0.5128595984919103, -54.769426420097936,-0.5191819927934492, -54.81365419126814,-0.7255934714587582, -54.998156713998384,-1.5879884301029492, -55.08265270691429,-1.9846573786052382, -55.112103080778105,-2.1238283578299604, -55.10434498911631,-2.1277188334097663, -53.409960658987494,-2.377602831596617, -53.407261579558835,-2.3672379362108433, -53.39041729088543,-2.2893698273394327, -53.3648610493558,-2.1695808795757, -53.27280097769856,-1.7338448744612387, -53.18057874551257,-1.298194865552779, -53.08536766066527,-0.8490919806481202, -53.076532053182575,-0.8065684048518794, -53.06796792753009,-0.7624090455857853, -53.11605514645008,-0.7553240859779404, -53.5216052985311,-0.695580493030233)",LANDSAT/LE07/C01/T1_SR/LE07_227061_20090906,1.25224427918E12,1522995871325309,"{""type"":""Polygon"",""coordinates"":[[[-53.5216052985311,-0.695580493030233],[-54.76001305478747,-0.5128595984919103],[-54.769426420097936,-0.5191819927934492],[-54.81365419126814,-0.7255934714587582],[-54.998156713998384,-1.5879884301029492],[-55.08265270691429,-1.9846573786052382],[-55.112103080778105,-2.1238283578299604],[-55.10434498911631,-2.1277188334097663],[-53.409960658987494,-2.377602831596617],[-53.407261579558835,-2.3672379362108433],[-53.39041729088543,-2.2893698273394327],[-53.3648610493558,-2.1695808795757],[-53.27280097769856,-1.7338448744612387],[-53.18057874551257,-1.298194865552779],[-53.08536766066527,-0.8490919806481202],[-53.076532053182575,-0.8065684048518794],[-53.06796792753009,-0.7624090455857853],[-53.11605514645008,-0.7553240859779404],[-53.5216052985311,-0.695580493030233]]]}"
1_2_LE07_227061_20090922,2.0,2.0,1.00362,2_19_0c,4.202,3.204,2.718,9.0,LE07_L1TP_227061_20090922_20161219_01_T1,1.482163832E12,generate_pixel_qa_1.5.0,LANDSAT_7,2009-09-22T13:37:57.6401903Z,86.980331,27.821033,LEDAPS_3.2.0,227.0,61.0,290663998,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-53.913562552871745,-0.6392114837099561, -54.77941274943252,-0.5153806006174757, -54.78274995432749,-0.523227030975968, -54.902361847643135,-1.0836670823068577, -55.021822035493344,-1.644161251345396, -55.122670135509615,-2.1182885502997886, -55.12296714689801,-2.130520963841449, -53.4335808594785,-2.372311399583354, -53.42152090684866,-2.372583290514324, -53.418776087049224,-2.3639481610405735, -53.40519257357155,-2.3034937581953407, -53.3082404715434,-1.845640920970943, -53.211114784106215,-1.3878829267216723, -53.1038983539073,-0.8788976464903032, -53.08944066594726,-0.8101022169509902, -53.08051506936522,-0.7655232958170103, -53.09131267028759,-0.7566725677280269, -53.27334422282834,-0.7306571669358704, -53.913562552871745,-0.6392114837099561)",LANDSAT/LE07/C01/T1_SR/LE07_227061_20090922,1.25362667764E12,1522995872010152,"{""type"":""Polygon"",""coordinates"":[[[-53.913562552871745,-0.6392114837099561],[-54.77941274943252,-0.5153806006174757],[-54.78274995432749,-0.523227030975968],[-54.902361847643135,-1.0836670823068577],[-55.021822035493344,-1.644161251345396],[-55.122670135509615,-2.1182885502997886],[-55.12296714689801,-2.130520963841449],[-53.4335808594785,-2.372311399583354],[-53.42152090684866,-2.372583290514324],[-53.418776087049224,-2.3639481610405735],[-53.40519257357155,-2.3034937581953407],[-53.3082404715434,-1.845640920970943],[-53.211114784106215,-1.3878829267216723],[-53.1038983539073,-0.8788976464903032],[-53.08944066594726,-0.8101022169509902],[-53.08051506936522,-0.7655232958170103],[-53.09131267028759,-0.7566725677280269],[-53.27334422282834,-0.7306571669358704],[-53.913562552871745,-0.6392114837099561]]]}"
1_2_LE07_227061_20091008,4.0,4.0,0.999058,2_19_0c,7.608,3.562,6.723,9.0,LE07_L1TP_227061_20091008_20161217_01_T1,1.481995235E12,generate_pixel_qa_1.5.0,LANDSAT_7,2009-10-08T13:37:50.6423963Z,100.616547,26.836174,LEDAPS_3.2.0,227.0,61.0,300904342,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-53.40503915745658,-2.3644479075550495, -53.401041962605994,-2.3476391163288852, -53.3818714910618,-2.2609071012552953, -53.27743945662895,-1.7701471199407495, -53.13404511732569,-1.09637970985881, -53.068652216948415,-0.7857851597798753, -53.0636161998462,-0.7594116976794579, -53.636541885728256,-0.6745305665806243, -54.75520296357606,-0.508546301212669, -54.76414500253099,-0.514458286764271, -54.77196912512653,-0.5495547219110465, -54.788642416675664,-0.6268585077506552, -54.945806375750976,-1.359957485111648, -55.102746726172505,-2.0931881657058007, -55.10806187255315,-2.119261896375054, -55.106639372550454,-2.120332477744262, -55.10068566869112,-2.123460511893853, -53.4075263993077,-2.3742832509475065, -53.40503915745658,-2.3644479075550495)",LANDSAT/LE07/C01/T1_SR/LE07_227061_20091008,1.25500907064E12,1522995872733137,"{""type"":""Polygon"",""coordinates"":[[[-53.40503915745658,-2.3644479075550495],[-53.401041962605994,-2.3476391163288852],[-53.3818714910618,-2.2609071012552953],[-53.27743945662895,-1.7701471199407495],[-53.13404511732569,-1.09637970985881],[-53.068652216948415,-0.7857851597798753],[-53.0636161998462,-0.7594116976794579],[-53.636541885728256,-0.6745305665806243],[-54.75520296357606,-0.508546301212669],[-54.76414500253099,-0.514458286764271],[-54.77196912512653,-0.5495547219110465],[-54.788642416675664,-0.6268585077506552],[-54.945806375750976,-1.359957485111648],[-55.102746726172505,-2.0931881657058007],[-55.10806187255315,-2.119261896375054],[-55.106639372550454,-2.120332477744262],[-55.10068566869112,-2.123460511893853],[-53.4075263993077,-2.3742832509475065],[-53.40503915745658,-2.3644479075550495]]]}"
1_2_LE07_227062_20090821,1.0,1.0,1.011565,2_19_0c,4.839,2.999,3.798,9.0,LE07_L1TP_227062_20090821_20161218_01_T1,1.482076742E12,generate_pixel_qa_1.5.0,LANDSAT_7,2009-08-21T13:38:23.3429540Z,63.378025,33.812279,LEDAPS_3.2.0,227.0,62.0,255084334,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-53.62293637955687,-3.447397094215043, -53.51891409696208,-2.95558981644985, -53.38370287535658,-2.3161209948165875, -53.36286362096393,-2.2136981046017303, -53.36286815003291,-2.211866069085726, -53.37328548752265,-2.203411437605608, -53.71925054837153,-2.154085528756468, -54.29757216279185,-2.071455067965859, -55.0335729592154,-1.965943171915655, -55.06398024209707,-1.9616090451152468, -55.067028023860395,-1.9688806526109355, -55.070787781514355,-1.9862703938927635, -55.11502716321465,-2.193299890068781, -55.20883254995163,-2.6328918591574846, -55.39099990943507,-3.4872088084451067, -55.40707048987572,-3.564570432896997, -55.40845159356166,-3.576401561690609, -55.349833326039004,-3.5848558098586794, -53.714710833758055,-3.8188793037510584, -53.70171541026185,-3.819119410612089, -53.670393426757336,-3.6716419444724484, -53.62293637955687,-3.447397094215043)",LANDSAT/LE07/C01/T1_SR/LE07_227062_20090821,1.25086190334E12,1522997072810665,"{""type"":""Polygon"",""coordinates"":[[[-53.62293637955687,-3.447397094215043],[-53.51891409696208,-2.95558981644985],[-53.38370287535658,-2.3161209948165875],[-53.36286362096393,-2.2136981046017303],[-53.36286815003291,-2.211866069085726],[-53.37328548752265,-2.203411437605608],[-53.71925054837153,-2.154085528756468],[-54.29757216279185,-2.071455067965859],[-55.0335729592154,-1.965943171915655],[-55.06398024209707,-1.9616090451152468],[-55.067028023860395,-1.9688806526109355],[-55.070787781514355,-1.9862703938927635],[-55.11502716321465,-2.193299890068781],[-55.20883254995163,-2.6328918591574846],[-55.39099990943507,-3.4872088084451067],[-55.40707048987572,-3.564570432896997],[-55.40845159356166,-3.576401561690609],[-55.349833326039004,-3.5848558098586794],[-53.714710833758055,-3.8188793037510584],[-53.70171541026185,-3.819119410612089],[-53.670393426757336,-3.6716419444724484],[-53.62293637955687,-3.447397094215043]]]}"
1_2_LE07_227062_20090906,9.0,9.0,1.007892,2_19_0c,5.204,4.006,3.322,9.0,LE07_L1TP_227062_20090906_20161218_01_T1,1.48202483E12,generate_pixel_qa_1.5.0,LANDSAT_7,2009-09-06T13:38:23.1043438Z,72.619331,30.724598,LEDAPS_3.2.0,227.0,62.0,286045217,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-55.40690189722552,-3.5035136496743964, -55.412259519097226,-3.5287556959954887, -55.419226660475324,-3.5633596020058986, -55.419205963581845,-3.5754550268202148, -55.32984598060925,-3.58834626428744, -53.727025905576276,-3.8178326356090744, -53.71446040937413,-3.8183581290301234, -53.70294524647082,-3.766329622130165, -53.673250159224786,-3.6283008311281297, -53.627371977494185,-3.4127327407538726, -53.58173952103185,-3.196912259196743, -53.4862794914647,-2.7437766584399492, -53.39068287490225,-2.290723674818605, -53.37399541841709,-2.2109625973079754, -53.384976650385596,-2.2019953979555953, -54.30592772347203,-2.0703849570178257, -55.075282832318884,-1.959977331048716, -55.07889082456479,-1.9672584317784143, -55.082652538620025,-1.9846567560064607, -55.24482100189122,-2.7440348077305234, -55.40690189722552,-3.5035136496743964)",LANDSAT/LE07/C01/T1_SR/LE07_227062_20090906,1.2522443031E12,1522997073498616,"{""type"":""Polygon"",""coordinates"":[[[-55.40690189722552,-3.5035136496743964],[-55.412259519097226,-3.5287556959954887],[-55.419226660475324,-3.5633596020058986],[-55.419205963581845,-3.5754550268202148],[-55.32984598060925,-3.58834626428744],[-53.727025905576276,-3.8178326356090744],[-53.71446040937413,-3.8183581290301234],[-53.70294524647082,-3.766329622130165],[-53.673250159224786,-3.6283008311281297],[-53.627371977494185,-3.4127327407538726],[-53.58173952103185,-3.196912259196743],[-53.4862794914647,-2.7437766584399492],[-53.39068287490225,-2.290723674818605],[-53.37399541841709,-2.2109625973079754],[-53.384976650385596,-2.2019953979555953],[-54.30592772347203,-2.0703849570178257],[-55.075282832318884,-1.959977331048716],[-55.07889082456479,-1.9672584317784143],[-55.082652538620025,-1.9846567560064607],[-55.24482100189122,-2.7440348077305234],[-55.40690189722552,-3.5035136496743964]]]}"
1_2_LE07_227062_20090922,2.0,2.0,1.00362,2_19_0c,5.799,4.606,3.524,9.0,LE07_L1TP_227062_20090922_20161217_01_T1,1.482010478E12,generate_pixel_qa_1.5.0,LANDSAT_7,2009-09-22T13:38:21.5615538Z,84.305328,28.136654,LEDAPS_3.2.0,227.0,62.0,280020875,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-53.72357267727058,-3.804345585127329, -53.71985915133783,-3.7875292653058352, -53.701030273999294,-3.7012913665260037, -53.49747306870202,-2.7392045000753793, -53.405192243998464,-2.3034919133797795, -53.396143537096314,-2.2603975499697455, -53.387632587135926,-2.2170338612941984, -53.3857604973667,-2.2071749806672716, -53.895462355525645,-2.132234214248627, -54.44393735249164,-2.0513638788229174, -55.08030755880955,-1.9572926517702092, -55.08943372177709,-1.963150614408644, -55.109798449043154,-2.058201964801365, -55.266335313045275,-2.791134939485624, -55.42279732831589,-3.5241600994673306, -55.432047345012656,-3.567988318131318, -55.424674338210075,-3.572245402514622, -53.728509596225514,-3.822461353286156, -53.72569937092532,-3.813306076890955, -53.72357267727058,-3.804345585127329)",LANDSAT/LE07/C01/T1_SR/LE07_227062_20090922,1.25362670156E12,1522997074144663,"{""type"":""Polygon"",""coordinates"":[[[-53.72357267727058,-3.804345585127329],[-53.71985915133783,-3.7875292653058352],[-53.701030273999294,-3.7012913665260037],[-53.49747306870202,-2.7392045000753793],[-53.405192243998464,-2.3034919133797795],[-53.396143537096314,-2.2603975499697455],[-53.387632587135926,-2.2170338612941984],[-53.3857604973667,-2.2071749806672716],[-53.895462355525645,-2.132234214248627],[-54.44393735249164,-2.0513638788229174],[-55.08030755880955,-1.9572926517702092],[-55.08943372177709,-1.963150614408644],[-55.109798449043154,-2.058201964801365],[-55.266335313045275,-2.791134939485624],[-55.42279732831589,-3.5241600994673306],[-55.432047345012656,-3.567988318131318],[-55.424674338210075,-3.572245402514622],[-53.728509596225514,-3.822461353286156],[-53.72569937092532,-3.813306076890955],[-53.72357267727058,-3.804345585127329]]]}"
2_LT05_226061_20090721,6.0,6.0,1.016053,2_19_0c,6.262,3.129,5.424,9.0,LT05_L1TP_226061_20090721_20161023_01_T1,1.477213626E12,generate_pixel_qa_1.5.0,LANDSAT_5,2009-07-21T13:30:35.1560880Z,53.07169,37.800831,LEDAPS_3.2.0,226.0,61.0,292740417,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-53.28640345159237,-0.7735465418759921, -53.36018344840484,-1.1179133909279164, -53.50614785321965,-1.7983947904158022, -53.552254433668594,-2.0133555843895525, -53.5750858360858,-2.1202040518771463, -53.57388365993089,-2.1218221439512686, -53.5640778575871,-2.1261939909840577, -52.84766210985804,-2.2319200538905037, -51.854828400821184,-2.3778789673436154, -51.84916867569122,-2.351768405105855, -51.51880854383096,-0.8003021753546251, -51.5144690793258,-0.7794818887588757, -51.53555089980685,-0.7741736170818598, -51.677716016658,-0.7532492381405945, -52.18799388649018,-0.678139897133561, -52.762155457279206,-0.5936217615841655, -53.23282764929926,-0.5243209630666802, -53.23672762467329,-0.5419580745370992, -53.256971136722356,-0.6360603218229172, -53.28640345159237,-0.7735465418759921)",LANDSAT/LT05/C01/T1_SR/LT05_226061_20090721,1.24818303516E12,1521903416176280,"{""type"":""Polygon"",""coordinates"":[[[-53.28640345159237,-0.7735465418759921],[-53.36018344840484,-1.1179133909279164],[-53.50614785321965,-1.7983947904158022],[-53.552254433668594,-2.0133555843895525],[-53.5750858360858,-2.1202040518771463],[-53.57388365993089,-2.1218221439512686],[-53.5640778575871,-2.1261939909840577],[-52.84766210985804,-2.2319200538905037],[-51.854828400821184,-2.3778789673436154],[-51.84916867569122,-2.351768405105855],[-51.51880854383096,-0.8003021753546251],[-51.5144690793258,-0.7794818887588757],[-51.53555089980685,-0.7741736170818598],[-51.677716016658,-0.7532492381405945],[-52.18799388649018,-0.678139897133561],[-52.762155457279206,-0.5936217615841655],[-53.23282764929926,-0.5243209630666802],[-53.23672762467329,-0.5419580745370992],[-53.256971136722356,-0.6360603218229172],[-53.28640345159237,-0.7735465418759921]]]}"
2_LT05_227061_20090712,5.0,5.0,1.016568,2_19_0c,4.657,3.051,3.518,9.0,LT05_L1TP_227061_20090712_20161024_01_T1,1.477346567E12,generate_pixel_qa_1.5.0,LANDSAT_5,2009-07-12T13:36:37.1950440Z,50.864552,38.494118,LEDAPS_3.2.0,227.0,61.0,297009357,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-53.087123883665704,-0.7725160151446949, -53.19579059105314,-0.7564622326733342, -53.73452383908948,-0.6768848570332471, -54.29485654139699,-0.5941027739937562, -54.78215925542196,-0.5220963369631549, -54.78409939639797,-0.5305737321185545, -54.97781295281059,-1.435527311236078, -55.04945828171083,-1.770866358169217, -55.10095449212253,-2.012347601324506, -55.12360107773204,-2.118646029525785, -55.12259007394361,-2.120336642938324, -55.11243599870174,-2.1246999470597867, -53.40502259644468,-2.3768701703963844, -53.39755485915037,-2.34193768484772, -53.37732790098827,-2.247080218310943, -53.33525737675788,-2.0489768838226525, -53.278493281757605,-1.7815245030569729, -53.141258577245765,-1.1351136084029978, -53.10461481799029,-0.9623014509998777, -53.06554536635288,-0.7779250700858259, -53.087123883665704,-0.7725160151446949)",LANDSAT/LT05/C01/T1_SR/LT05_227061_20090712,1.2474057972E12,1521902274940677,"{""type"":""Polygon"",""coordinates"":[[[-53.087123883665704,-0.7725160151446949],[-53.19579059105314,-0.7564622326733342],[-53.73452383908948,-0.6768848570332471],[-54.29485654139699,-0.5941027739937562],[-54.78215925542196,-0.5220963369631549],[-54.78409939639797,-0.5305737321185545],[-54.97781295281059,-1.435527311236078],[-55.04945828171083,-1.770866358169217],[-55.10095449212253,-2.012347601324506],[-55.12360107773204,-2.118646029525785],[-55.12259007394361,-2.120336642938324],[-55.11243599870174,-2.1246999470597867],[-53.40502259644468,-2.3768701703963844],[-53.39755485915037,-2.34193768484772],[-53.37732790098827,-2.247080218310943],[-53.33525737675788,-2.0489768838226525],[-53.278493281757605,-1.7815245030569729],[-53.141258577245765,-1.1351136084029978],[-53.10461481799029,-0.9623014509998777],[-53.06554536635288,-0.7779250700858259],[-53.087123883665704,-0.7725160151446949]]]}"
