system:index,CLOUD_COVER,CLOUD_COVER_LAND,EARTH_SUN_DISTANCE,ESPA_VERSION,GEOMETRIC_RMSE_MODEL,GEOMETRIC_RMSE_MODEL_X,GEOMETRIC_RMSE_MODEL_Y,IMAGE_QUALITY_OLI,IMAGE_QUALITY_TIRS,LANDSAT_ID,LEVEL1_PRODUCTION_DATE,PIXEL_QA_VERSION,SATELLITE,SENSING_TIME,SOLAR_AZIMUTH_ANGLE,SOLAR_ZENITH_ANGLE,SR_APP_VERSION,WRS_PATH,WRS_ROW,system:asset_size,system:band_names,system:bands,system:footprint,system:id,system:time_end,system:time_start,system:version,.geo
1_LC08_227061_20161206,0.68,0.68,0.985228,2_23_0_1b,9.472,7.034,6.343,9.0,9.0,LC08_L1TP_227061_20161206_20170317_01_T1,1.489767818E12,generate_pixel_qa_1.6.0,LANDSAT_8,2016-12-06T13:48:07.9199630Z,133.059586,32.085766,LaSRC_1.3.0,227.0,61.0,555215165,"[Blue, Green, Red, NIR, SWIR1, SWIR2, pixel_qa]",<Element>,"LinearRing(-53.08028759151952,-0.7539550468687565, -53.115261751267305,-0.7464436538696415, -53.282626720279154,-0.7105672501025798, -54.41206595969994,-0.4681315933473776, -54.713531636531535,-0.4033413674657006, -54.72063092861941,-0.4364002421161954, -54.902879843584195,-1.2902131176628404, -55.08328524324635,-2.13703699028437, -55.08328313955246,-2.1387312362988635, -55.08194065688879,-2.1390670891680363, -54.98516710496471,-2.1600866898007296, -53.521955104832145,-2.4768336566996503, -53.448503636834765,-2.4926757547574865, -53.43975536296747,-2.4517954299344664, -53.38446455134055,-2.1912979613695116, -53.353305591084506,-2.0444135942271906, -53.29147057124341,-1.752570252695922, -53.28080242179067,-1.702172225977247, -53.162235193658184,-1.1425563498647713, -53.08079882292154,-0.7570602638534413, -53.08028759151952,-0.7539550468687565)",LANDSAT/LC08/C01/T1_SR/LC08_227061_20161206,1.481032087919E12,1.481032087919E12,1581766509662017,"{""type"":""Polygon"",""coordinates"":[[[-53.08028759151952,-0.7539550468687565],[-53.115261751267305,-0.7464436538696415],[-53.282626720279154,-0.7105672501025798],[-54.41206595969994,-0.4681315933473776],[-54.713531636531535,-0.4033413674657006],[-54.72063092861941,-0.4364002421161954],[-54.902879843584195,-1.2902131176628404],[-55.08328524324635,-2.13703699028437],[-55.08328313955246,-2.1387312362988635],[-55.08194065688879,-2.1390670891680363],[-54.98516710496471,-2.1600866898007296],[-53.521955104832145,-2.4768336566996503],[-53.448503636834765,-2.4926757547574865],[-53.43975536296747,-2.4517954299344664],[-53.38446455134055,-2.1912979613695116],[-53.353305591084506,-2.0444135942271906],[-53.29147057124341,-1.752570252695922],[-53.28080242179067,-1.702172225977247],[-53.162235193658184,-1.1425563498647713],[-53.08079882292154,-0.7570602638534413],[-53.08028759151952,-0.7539550468687565]]]}"
